id,color_count,object1,color1,object2,color2,object3,color3,prompt
215,2,dog,Grayish red,cat,Vivid yellowish pink,,,A Grayish red dog sitting beside a Vivid yellowish pink cat on the floor.
216,2,sweatshirt,Grayish yellowish pink,pants,Vivid reddish orange,,,A Grayish yellowish pink sweatshirt folded beside Vivid reddish orange pants on the shelf.
217,2,vase,Grayish reddish orange,clock,Deep reddish brown,,,A Grayish reddish orange vase next to a Deep reddish brown clock on the shelf.
218,2,owl,Light grayish reddish brown,cat,Deep orange,,,A Light grayish reddish brown owl perched above a Deep orange cat at night.
219,3,bicycle,Light orange,motorcycle,Strong brown,airplane,Deep orange yellow,"A Light orange bicycle, a Strong brown motorcycle, and a Deep orange yellow airplane at the airport."
220,3,cow,Grayish yellowish brown,sheep,Vivid greenish yellow,elephant,Light greenish yellow,"A Grayish yellowish brown cow, a Vivid greenish yellow sheep, and a Light greenish yellow elephant at the zoo."
221,2,fan,Grayish greenish yellow,sponge,Grayish olive,,,A Grayish greenish yellow fan beside a Grayish olive sponge on the shelf.
222,2,airplane,Dark grayish olive,truck,Light olive gray,,,A Dark grayish olive airplane flying above a Light olive gray truck on the runway.
223,2,handbag,Vivid yellow green,suitcase,Deep yellow green,,,A Vivid yellow green handbag placed on a Deep yellow green suitcase at the airport.
224,3,mug,Light yellow green,teapot,Grayish yellow green,candle,Strong olive green,"A Light yellow green mug, a Grayish yellow green teapot, and a Strong olive green candle on the dining table."
225,2,mango,Deep yellowish green,papaya,Vivid green,,,A Deep yellowish green mango and a Vivid green papaya in a fruit bowl.
226,2,turtle,Light green,crocodile,Grayish green,,,A Light green turtle resting near a Grayish green crocodile by the river.
227,2,wallet,Vivid blue,tie,Deep blue,,,A Vivid blue wallet beside a Deep blue tie on the table.
228,2,hammer,Grayish blue,wrench,Light bluish gray,,,A Grayish blue hammer next to a Light bluish gray wrench on the workbench.
229,2,table,Grayish violet,wardrobe,Vivid purple,,,A Grayish violet table beside a Vivid purple wardrobe in the bedroom.
230,3,T-shirt,Deep purple,jeans,Light reddish purple,socks,Deep purplish pink,"A Deep purple T-shirt, Light reddish purple jeans, and Deep purplish pink socks on the bed."
231,2,mug,Deep purplish red,teapot,White,,,A Deep purplish red mug beside a White teapot on the table.
232,2,car,Light gray,bus,Medium gray,,,A Light gray car parked near a Medium gray bus on the street.
233,2,bicycle,Dark gray,motorcycle,Black,,,A Dark gray bicycle next to a Black motorcycle in the garage.
234,3,banana,Light pink,apple,Vivid red,orange,Light grayish red,"A Light pink banana, a Vivid red apple, and a Light grayish red orange in a fruit bowl."
235,2,hair dryer,Grayish red,iron,Vivid yellowish pink,,,A Grayish red hair dryer next to an Vivid yellowish pink iron on the bathroom counter.
236,3,clock,Grayish yellowish pink,vase,Vivid reddish orange,book,Grayish reddish orange,"A Grayish yellowish pink clock, a Vivid reddish orange vase, and a Grayish reddish orange book on the shelf."
237,2,taxi,Deep reddish brown,bus,Light grayish reddish brown,,,A Deep reddish brown taxi and a Light grayish reddish brown bus at the station.
238,3,microwave,Deep orange,toaster,Light orange,refrigerator,Strong brown,"A Deep orange microwave, a Light orange toaster, and a Strong brown refrigerator in the kitchen."
239,2,couch,Deep orange yellow,bookcase,Grayish yellowish brown,,,A Deep orange yellow couch facing a Grayish yellowish brown bookcase in the living room.
240,3,pillow,Vivid greenish yellow,curtain,Light greenish yellow,clock,Grayish greenish yellow,"A Vivid greenish yellow pillow on the bed, a Light greenish yellow curtain by the window, and a Grayish greenish yellow clock on the wall."
241,2,football helmet,Grayish olive,boxing glove,Dark grayish olive,,,A Grayish olive football helmet beside a Dark grayish olive boxing glove on the shelf.
242,2,chair,Light olive gray,desk,Vivid yellow green,,,A Light olive gray chair and a Vivid yellow green desk in a sunlit room.
243,2,banana,Deep yellow green,apple,Light yellow green,,,A Deep yellow green banana and a Light yellow green apple on a wooden table.
244,3,backpack,Grayish yellow green,bicycle,Strong olive green,umbrella,Deep yellowish green,A Grayish yellow green backpack on a Strong olive green bicycle next to a Deep yellowish green umbrella.
245,2,book,Vivid green,mug,Light green,,,A Vivid green book next to a Light green mug on the coffee table.
246,3,hammer,Grayish green,wrench,Vivid blue,saw,Deep blue,"A Grayish green hammer, a Vivid blue wrench, and a Deep blue saw on the workbench."
247,2,ruler,Grayish blue,saw,Light bluish gray,,,A Grayish blue ruler next to a Light bluish gray saw on the workshop table.
248,2,candle,Grayish violet,book,Vivid purple,,,A Grayish violet candle next to a Vivid purple book on the nightstand.
249,3,handbag,Deep purple,wallet,Light reddish purple,hat,Deep purplish pink,A Deep purple handbag with a Light reddish purple wallet and a Deep purplish pink hat on the table.
250,3,car,Deep purplish red,bus,White,truck,Light gray,A Deep purplish red car parked near a White bus and a Light gray truck on the street.
251,2,potted plant,Medium gray,vase,Dark gray,,,A Medium gray potted plant beside a Dark gray vase on the windowsill.
252,2,sink,Black,trash can,Light pink,,,A Black sink beside a Light pink trash can in the kitchen.
253,3,skateboard,Vivid red,sports ball,Light grayish red,baseball bat,Grayish red,A Vivid red skateboard beside a Light grayish red sports ball and a Grayish red baseball bat.
254,3,book,Vivid yellowish pink,mug,Grayish yellowish pink,candle,Vivid reddish orange,"A Vivid yellowish pink book, a Grayish yellowish pink mug, and a Vivid reddish orange candle on the coffee table."
255,2,orange,Grayish reddish orange,guava,Deep reddish brown,,,A Grayish reddish orange orange beside a Deep reddish brown guava on the kitchen counter.
256,2,lipstick,Light grayish reddish brown,handbag,Deep orange,,,A Light grayish reddish brown lipstick inside a Deep orange handbag on the vanity.
257,3,tie,Light orange,hat,Strong brown,jacket,Deep orange yellow,"A Light orange tie, a Strong brown hat, and a Deep orange yellow jacket on the bed."
258,2,sports car,Grayish yellowish brown,truck,Vivid greenish yellow,,,A Grayish yellowish brown sports car next to a Vivid greenish yellow truck in the parking lot.
259,3,bear,Light greenish yellow,turtle,Grayish greenish yellow,crocodile,Grayish olive,A Light greenish yellow bear near a Grayish greenish yellow turtle and a Grayish olive crocodile by the river.
260,2,horse,Dark grayish olive,cow,Light olive gray,,,A Dark grayish olive horse standing with a Light olive gray cow in the field.
261,2,parrot,Vivid yellow green,dog,Deep yellow green,,,A Vivid yellow green parrot perched near a Deep yellow green dog in the yard.
262,2,thermos,Light yellow green,tissue box,Grayish yellow green,,,A Light yellow green thermos next to a Grayish yellow green tissue box on the desk.
263,2,jacket,Strong olive green,hat,Deep yellowish green,,,A Strong olive green jacket hanging beside a Deep yellowish green hat on the rack.
264,2,coat,Vivid green,hat,Light green,,,A Vivid green coat hanging next to a Light green hat on the hook.
265,2,strawberry,Grayish green,lemon,Vivid blue,,,A Grayish green strawberry next to a Vivid blue lemon on a plate.
266,2,elephant,Deep blue,bear,Grayish blue,,,A Deep blue elephant near a Grayish blue bear in the wild.
267,3,teddybear,Light bluish gray,balloon,Grayish violet,football helmet,Vivid purple,A Light bluish gray teddybear with a Grayish violet balloon next to a Vivid purple football helmet.
268,2,hat,Deep purple,suitcase,Light reddish purple,,,A Deep purple hat resting on a Light reddish purple suitcase.
269,2,minivan,Deep purplish pink,bicycle,Deep purplish red,,,A Deep purplish pink minivan parked beside a Deep purplish red bicycle in the driveway.
270,2,snowboard,White,skis,Light gray,,,A White snowboard resting against Light gray skis by the cabin.
271,2,carrot,Medium gray,broccoli,Dark gray,,,A Medium gray carrot and a Dark gray broccoli on a cutting board.
272,3,couch,Black,table,Light pink,vase,Vivid red,A Black couch with a Light pink table and a Vivid red vase in the living room.
273,3,boat,Light grayish red,jeep,Grayish red,airplane,Vivid yellowish pink,"A Light grayish red boat, a Grayish red jeep, and a Vivid yellowish pink airplane at the lakeside."
274,2,sheep,Grayish yellowish pink,horse,Vivid reddish orange,,,A Grayish yellowish pink sheep grazing next to a Vivid reddish orange horse in the meadow.
275,2,pillow,Grayish reddish orange,curtain,Deep reddish brown,,,A Grayish reddish orange pillow on the bed near a Deep reddish brown curtain by the window.
276,2,skateboard,Light grayish reddish brown,frisbee,Deep orange,,,A Light grayish reddish brown skateboard beside a Deep orange frisbee on the grass.
277,2,tie,Light orange,suit,Strong brown,,,A Light orange tie draped over a Strong brown suit in the closet.
278,2,baseball bat,Deep orange yellow,golf ball,Grayish yellowish brown,,,A Deep orange yellow baseball bat next to a Grayish yellowish brown golf ball on the floor.
279,2,refrigerator,Vivid greenish yellow,oven,Light greenish yellow,,,A Vivid greenish yellow refrigerator beside a Light greenish yellow oven in the kitchen.
280,3,dog,Grayish greenish yellow,cat,Grayish olive,horse,Dark grayish olive,A Grayish greenish yellow dog next to a Grayish olive cat and a Dark grayish olive horse in the yard.
281,2,duck,Light olive gray,cow,Vivid yellow green,,,A Light olive gray duck swimming near a Vivid yellow green cow by the pond.
282,2,clock,Deep yellow green,candle,Light yellow green,,,A Deep yellow green clock beside a Light yellow green candle on the mantle.
283,2,backpack,Grayish yellow green,bicycle,Strong olive green,,,A Grayish yellow green backpack hanging on a Strong olive green bicycle.
284,3,papaya,Deep yellowish green,guava,Vivid green,carrot,Light green,"A Deep yellowish green papaya, a Vivid green guava, and a Light green carrot on the table."
285,3,surfboard,Grayish green,kite,Vivid blue,frisbee,Deep blue,"A Grayish green surfboard, a Vivid blue kite, and a Deep blue frisbee on the beach."
286,2,knife,Grayish blue,cutting board,Light bluish gray,,,A Grayish blue knife on a Light bluish gray cutting board in the kitchen.
287,2,umbrella,Grayish violet,car,Vivid purple,,,A Grayish violet umbrella leaning against a Vivid purple car.
288,2,remote,Deep purple,computer mouse,Light reddish purple,,,A Deep purple remote beside a Light reddish purple computer mouse on the desk.
289,3,remote,Deep purplish pink,computer mouse,Deep purplish red,fan,White,"A Deep purplish pink remote, a Deep purplish red computer mouse, and a White fan on the desk."
290,3,wardrobe,Light gray,bookcase,Medium gray,desk,Dark gray,A Light gray wardrobe beside a Medium gray bookcase and a Dark gray desk in the room.
291,3,broccoli,Black,orange,Light pink,apple,Vivid red,A Black broccoli beside a Light pink orange and a Vivid red apple on the counter.
292,2,backpack,Light grayish red,umbrella,Grayish red,,,A Light grayish red backpack leaning against a Grayish red umbrella by the door.
293,2,boat,Vivid yellowish pink,jeep,Grayish yellowish pink,,,A Vivid yellowish pink boat docked near a Grayish yellowish pink jeep at the marina.
294,2,socks,Vivid reddish orange,towel,Grayish reddish orange,,,A Vivid reddish orange socks next to a Grayish reddish orange towel on the dresser.
295,3,chair,Deep reddish brown,desk,Light grayish reddish brown,bookcase,Deep orange,"A Deep reddish brown chair, a Light grayish reddish brown desk, and a Deep orange bookcase in the office."
296,2,T-shirt,Light orange,jeans,Strong brown,,,A Light orange T-shirt and Strong brown jeans folded on the bed.
297,2,teddybear,Deep orange yellow,balloon,Grayish yellowish brown,,,A Deep orange yellow teddybear holding a Grayish yellowish brown balloon on the bed.
298,3,strawberry,Vivid greenish yellow,mango,Light greenish yellow,lemon,Grayish greenish yellow,"A Vivid greenish yellow strawberry, a Light greenish yellow mango, and a Grayish greenish yellow lemon on a plate."
299,2,surfboard,Grayish olive,kite,Dark grayish olive,,,A Grayish olive surfboard leaning near a Dark grayish olive kite on the beach.
300,2,sports ball,Light olive gray,baseball glove,Vivid yellow green,,,A Light olive gray sports ball next to a Vivid yellow green baseball glove on the bench.
301,3,hat,Deep yellow green,suitcase,Light yellow green,umbrella,Grayish yellow green,"A Deep yellow green hat, a Light yellow green suitcase, and a Grayish yellow green umbrella at the entrance."
302,2,microwave,Strong olive green,toaster,Deep yellowish green,,,A Strong olive green microwave next to a Deep yellowish green toaster on the counter.
303,3,backpack,Vivid green,umbrella,Light green,suitcase,Grayish green,"A Vivid green backpack, a Light green umbrella, and a Grayish green suitcase by the door."
304,2,dog,Vivid blue,cat,Deep blue,,,A Vivid blue dog sitting beside a Deep blue cat on the floor.
305,2,sweatshirt,Grayish blue,pants,Light bluish gray,,,A Grayish blue sweatshirt folded beside Light bluish gray pants on the shelf.
306,2,vase,Grayish violet,clock,Vivid purple,,,A Grayish violet vase next to a Vivid purple clock on the shelf.
307,2,owl,Deep purple,cat,Light reddish purple,,,A Deep purple owl perched above a Light reddish purple cat at night.
308,3,bicycle,Deep purplish pink,motorcycle,Deep purplish red,airplane,White,"A Deep purplish pink bicycle, a Deep purplish red motorcycle, and a White airplane at the airport."
309,3,cow,Light gray,sheep,Medium gray,elephant,Dark gray,"A Light gray cow, a Medium gray sheep, and a Dark gray elephant at the zoo."
310,2,fan,Black,sponge,Light pink,,,A Black fan beside a Light pink sponge on the shelf.
311,2,airplane,Vivid red,truck,Light grayish red,,,A Vivid red airplane flying above a Light grayish red truck on the runway.
312,2,handbag,Grayish red,suitcase,Vivid yellowish pink,,,A Grayish red handbag placed on a Vivid yellowish pink suitcase at the airport.
313,3,mug,Grayish yellowish pink,teapot,Vivid reddish orange,candle,Grayish reddish orange,"A Grayish yellowish pink mug, a Vivid reddish orange teapot, and a Grayish reddish orange candle on the dining table."
314,2,mango,Deep reddish brown,papaya,Light grayish reddish brown,,,A Deep reddish brown mango and a Light grayish reddish brown papaya in a fruit bowl.
315,2,turtle,Deep orange,crocodile,Light orange,,,A Deep orange turtle resting near a Light orange crocodile by the river.
316,2,wallet,Strong brown,tie,Deep orange yellow,,,A Strong brown wallet beside a Deep orange yellow tie on the table.
317,2,hammer,Grayish yellowish brown,wrench,Vivid greenish yellow,,,A Grayish yellowish brown hammer next to a Vivid greenish yellow wrench on the workbench.
318,2,table,Light greenish yellow,wardrobe,Grayish greenish yellow,,,A Light greenish yellow table beside a Grayish greenish yellow wardrobe in the bedroom.
319,3,T-shirt,Grayish olive,jeans,Dark grayish olive,socks,Light olive gray,"A Grayish olive T-shirt, Dark grayish olive jeans, and Light olive gray socks on the bed."
320,2,mug,Vivid yellow green,teapot,Deep yellow green,,,A Vivid yellow green mug beside a Deep yellow green teapot on the table.
321,2,car,Light yellow green,bus,Grayish yellow green,,,A Light yellow green car parked near a Grayish yellow green bus on the street.
322,2,bicycle,Strong olive green,motorcycle,Deep yellowish green,,,A Strong olive green bicycle next to a Deep yellowish green motorcycle in the garage.
323,3,banana,Vivid green,apple,Light green,orange,Grayish green,"A Vivid green banana, a Light green apple, and a Grayish green orange in a fruit bowl."
324,2,hair dryer,Vivid blue,iron,Deep blue,,,A Vivid blue hair dryer next to an Deep blue iron on the bathroom counter.
325,3,clock,Grayish blue,vase,Light bluish gray,book,Grayish violet,"A Grayish blue clock, a Light bluish gray vase, and a Grayish violet book on the shelf."
326,2,taxi,Vivid purple,bus,Deep purple,,,A Vivid purple taxi and a Deep purple bus at the station.
327,3,microwave,Light reddish purple,toaster,Deep purplish pink,refrigerator,Deep purplish red,"A Light reddish purple microwave, a Deep purplish pink toaster, and a Deep purplish red refrigerator in the kitchen."
328,2,couch,White,bookcase,Light gray,,,A White couch facing a Light gray bookcase in the living room.
329,3,pillow,Medium gray,curtain,Dark gray,clock,Black,"A Medium gray pillow on the bed, a Dark gray curtain by the window, and a Black clock on the wall."
330,2,football helmet,Light pink,boxing glove,Vivid red,,,A Light pink football helmet beside a Vivid red boxing glove on the shelf.
331,2,chair,Light grayish red,desk,Grayish red,,,A Light grayish red chair and a Grayish red desk in a sunlit room.
332,2,banana,Vivid yellowish pink,apple,Grayish yellowish pink,,,A Vivid yellowish pink banana and a Grayish yellowish pink apple on a wooden table.
333,3,backpack,Vivid reddish orange,bicycle,Grayish reddish orange,umbrella,Deep reddish brown,A Vivid reddish orange backpack on a Grayish reddish orange bicycle next to a Deep reddish brown umbrella.
334,2,book,Light grayish reddish brown,mug,Deep orange,,,A Light grayish reddish brown book next to a Deep orange mug on the coffee table.
335,3,hammer,Light orange,wrench,Strong brown,saw,Deep orange yellow,"A Light orange hammer, a Strong brown wrench, and a Deep orange yellow saw on the workbench."
336,2,ruler,Grayish yellowish brown,saw,Vivid greenish yellow,,,A Grayish yellowish brown ruler next to a Vivid greenish yellow saw on the workshop table.
337,2,candle,Light greenish yellow,book,Grayish greenish yellow,,,A Light greenish yellow candle next to a Grayish greenish yellow book on the nightstand.
338,3,handbag,Grayish olive,wallet,Dark grayish olive,hat,Light olive gray,A Grayish olive handbag with a Dark grayish olive wallet and a Light olive gray hat on the table.
339,3,car,Vivid yellow green,bus,Deep yellow green,truck,Light yellow green,A Vivid yellow green car parked near a Deep yellow green bus and a Light yellow green truck on the street.
340,2,potted plant,Grayish yellow green,vase,Strong olive green,,,A Grayish yellow green potted plant beside a Strong olive green vase on the windowsill.
341,2,sink,Deep yellowish green,trash can,Vivid green,,,A Deep yellowish green sink beside a Vivid green trash can in the kitchen.
342,3,skateboard,Light green,sports ball,Grayish green,baseball bat,Vivid blue,A Light green skateboard beside a Grayish green sports ball and a Vivid blue baseball bat.
343,3,book,Deep blue,mug,Grayish blue,candle,Light bluish gray,"A Deep blue book, a Grayish blue mug, and a Light bluish gray candle on the coffee table."
344,2,orange,Grayish violet,guava,Vivid purple,,,A Grayish violet orange beside a Vivid purple guava on the kitchen counter.
345,2,lipstick,Deep purple,handbag,Light reddish purple,,,A Deep purple lipstick inside a Light reddish purple handbag on the vanity.
346,3,tie,Deep purplish pink,hat,Deep purplish red,jacket,White,"A Deep purplish pink tie, a Deep purplish red hat, and a White jacket on the bed."
347,2,sports car,Light gray,truck,Medium gray,,,A Light gray sports car next to a Medium gray truck in the parking lot.
348,3,bear,Dark gray,turtle,Black,crocodile,Light pink,A Dark gray bear near a Black turtle and a Light pink crocodile by the river.
349,2,horse,Vivid red,cow,Light grayish red,,,A Vivid red horse standing with a Light grayish red cow in the field.
350,2,parrot,Grayish red,dog,Vivid yellowish pink,,,A Grayish red parrot perched near a Vivid yellowish pink dog in the yard.
351,2,thermos,Grayish yellowish pink,tissue box,Vivid reddish orange,,,A Grayish yellowish pink thermos next to a Vivid reddish orange tissue box on the desk.
352,2,jacket,Grayish reddish orange,hat,Deep reddish brown,,,A Grayish reddish orange jacket hanging beside a Deep reddish brown hat on the rack.
353,2,coat,Light grayish reddish brown,hat,Deep orange,,,A Light grayish reddish brown coat hanging next to a Deep orange hat on the hook.
354,2,strawberry,Light orange,lemon,Strong brown,,,A Light orange strawberry next to a Strong brown lemon on a plate.
355,2,elephant,Deep orange yellow,bear,Grayish yellowish brown,,,A Deep orange yellow elephant near a Grayish yellowish brown bear in the wild.
356,3,teddybear,Vivid greenish yellow,balloon,Light greenish yellow,football helmet,Grayish greenish yellow,A Vivid greenish yellow teddybear with a Light greenish yellow balloon next to a Grayish greenish yellow football helmet.
357,2,hat,Grayish olive,suitcase,Dark grayish olive,,,A Grayish olive hat resting on a Dark grayish olive suitcase.
358,2,minivan,Light olive gray,bicycle,Vivid yellow green,,,A Light olive gray minivan parked beside a Vivid yellow green bicycle in the driveway.
359,2,snowboard,Deep yellow green,skis,Light yellow green,,,A Deep yellow green snowboard resting against Light yellow green skis by the cabin.
360,2,carrot,Grayish yellow green,broccoli,Strong olive green,,,A Grayish yellow green carrot and a Strong olive green broccoli on a cutting board.
361,3,couch,Deep yellowish green,table,Vivid green,vase,Light green,A Deep yellowish green couch with a Vivid green table and a Light green vase in the living room.
362,3,boat,Grayish green,jeep,Vivid blue,airplane,Deep blue,"A Grayish green boat, a Vivid blue jeep, and a Deep blue airplane at the lakeside."
363,2,sheep,Grayish blue,horse,Light bluish gray,,,A Grayish blue sheep grazing next to a Light bluish gray horse in the meadow.
364,2,pillow,Grayish violet,curtain,Vivid purple,,,A Grayish violet pillow on the bed near a Vivid purple curtain by the window.
365,2,skateboard,Deep purple,frisbee,Light reddish purple,,,A Deep purple skateboard beside a Light reddish purple frisbee on the grass.
366,2,tie,Deep purplish pink,suit,Deep purplish red,,,A Deep purplish pink tie draped over a Deep purplish red suit in the closet.
367,2,baseball bat,White,golf ball,Light gray,,,A White baseball bat next to a Light gray golf ball on the floor.
368,2,refrigerator,Medium gray,oven,Dark gray,,,A Medium gray refrigerator beside a Dark gray oven in the kitchen.
369,3,dog,Black,cat,Light pink,horse,Vivid red,A Black dog next to a Light pink cat and a Vivid red horse in the yard.
370,2,duck,Light grayish red,cow,Grayish red,,,A Light grayish red duck swimming near a Grayish red cow by the pond.
371,2,clock,Vivid yellowish pink,candle,Grayish yellowish pink,,,A Vivid yellowish pink clock beside a Grayish yellowish pink candle on the mantle.
372,2,backpack,Vivid reddish orange,bicycle,Grayish reddish orange,,,A Vivid reddish orange backpack hanging on a Grayish reddish orange bicycle.
373,3,papaya,Deep reddish brown,guava,Light grayish reddish brown,carrot,Deep orange,"A Deep reddish brown papaya, a Light grayish reddish brown guava, and a Deep orange carrot on the table."
374,3,surfboard,Light orange,kite,Strong brown,frisbee,Deep orange yellow,"A Light orange surfboard, a Strong brown kite, and a Deep orange yellow frisbee on the beach."
375,2,knife,Grayish yellowish brown,cutting board,Vivid greenish yellow,,,A Grayish yellowish brown knife on a Vivid greenish yellow cutting board in the kitchen.
376,2,umbrella,Light greenish yellow,car,Grayish greenish yellow,,,A Light greenish yellow umbrella leaning against a Grayish greenish yellow car.
377,2,remote,Grayish olive,computer mouse,Dark grayish olive,,,A Grayish olive remote beside a Dark grayish olive computer mouse on the desk.
378,3,remote,Light olive gray,computer mouse,Vivid yellow green,fan,Deep yellow green,"A Light olive gray remote, a Vivid yellow green computer mouse, and a Deep yellow green fan on the desk."
379,3,wardrobe,Light yellow green,bookcase,Grayish yellow green,desk,Strong olive green,A Light yellow green wardrobe beside a Grayish yellow green bookcase and a Strong olive green desk in the room.
380,3,broccoli,Deep yellowish green,orange,Vivid green,apple,Light green,A Deep yellowish green broccoli beside a Vivid green orange and a Light green apple on the counter.
381,2,backpack,Grayish green,umbrella,Vivid blue,,,A Grayish green backpack leaning against a Vivid blue umbrella by the door.
382,2,boat,Deep blue,jeep,Grayish blue,,,A Deep blue boat docked near a Grayish blue jeep at the marina.
383,2,socks,Light bluish gray,towel,Grayish violet,,,A Light bluish gray socks next to a Grayish violet towel on the dresser.
384,3,chair,Vivid purple,desk,Deep purple,bookcase,Light reddish purple,"A Vivid purple chair, a Deep purple desk, and a Light reddish purple bookcase in the office."
385,2,T-shirt,Deep purplish pink,jeans,Deep purplish red,,,A Deep purplish pink T-shirt and Deep purplish red jeans folded on the bed.
386,2,teddybear,White,balloon,Light gray,,,A White teddybear holding a Light gray balloon on the bed.
387,3,strawberry,Medium gray,mango,Dark gray,lemon,Black,"A Medium gray strawberry, a Dark gray mango, and a Black lemon on a plate."
388,2,surfboard,Light pink,kite,Vivid red,,,A Light pink surfboard leaning near a Vivid red kite on the beach.
389,2,sports ball,Light grayish red,baseball glove,Grayish red,,,A Light grayish red sports ball next to a Grayish red baseball glove on the bench.
390,3,hat,Vivid yellowish pink,suitcase,Grayish yellowish pink,umbrella,Vivid reddish orange,"A Vivid yellowish pink hat, a Grayish yellowish pink suitcase, and a Vivid reddish orange umbrella at the entrance."
391,2,microwave,Grayish reddish orange,toaster,Deep reddish brown,,,A Grayish reddish orange microwave next to a Deep reddish brown toaster on the counter.
392,3,backpack,Light grayish reddish brown,umbrella,Deep orange,suitcase,Light orange,"A Light grayish reddish brown backpack, a Deep orange umbrella, and a Light orange suitcase by the door."
393,2,dog,Strong brown,cat,Deep orange yellow,,,A Strong brown dog sitting beside a Deep orange yellow cat on the floor.
394,2,sweatshirt,Grayish yellowish brown,pants,Vivid greenish yellow,,,A Grayish yellowish brown sweatshirt folded beside Vivid greenish yellow pants on the shelf.
395,2,vase,Light greenish yellow,clock,Grayish greenish yellow,,,A Light greenish yellow vase next to a Grayish greenish yellow clock on the shelf.
396,2,owl,Grayish olive,cat,Dark grayish olive,,,A Grayish olive owl perched above a Dark grayish olive cat at night.
397,3,bicycle,Light olive gray,motorcycle,Vivid yellow green,airplane,Deep yellow green,"A Light olive gray bicycle, a Vivid yellow green motorcycle, and a Deep yellow green airplane at the airport."
398,3,cow,Light yellow green,sheep,Grayish yellow green,elephant,Strong olive green,"A Light yellow green cow, a Grayish yellow green sheep, and a Strong olive green elephant at the zoo."
399,2,fan,Deep yellowish green,sponge,Vivid green,,,A Deep yellowish green fan beside a Vivid green sponge on the shelf.
400,2,airplane,Light green,truck,Grayish green,,,A Light green airplane flying above a Grayish green truck on the runway.
