id,color_name,r,g,b,object,prompt
324,Vivid yellow green,167,220,38,minivan,"A photo of a minivan in color rgb(167, 220, 38)."
325,Vivid yellow green,167,220,38,vehicle,"A vehicle colored rgb(167, 220, 38)."
326,Vivid yellow green,167,220,38,mug,"A realistic mug in rgb(167, 220, 38)."
327,Vivid yellow green,167,220,38,remote,"A photo of a remote in color rgb(167, 220, 38)."
328,Vivid yellow green,167,220,38,cow,"A realistic cow in rgb(167, 220, 38)."
329,Vivid yellow green,167,220,38,jeans,"A realistic jeans in rgb(167, 220, 38)."
330,Vivid yellow green,167,220,38,suitcase,"A realistic suitcase in rgb(167, 220, 38)."
331,Deep yellow green,72,108,14,vehicle,"An image of a vehicle in rgb(72, 108, 14)."
332,Deep yellow green,72,108,14,banana,"A realistic banana in rgb(72, 108, 14)."
333,Deep yellow green,72,108,14,microwave,"A microwave with color rgb(72, 108, 14)."
334,Deep yellow green,72,108,14,umbrella,"A umbrella with color rgb(72, 108, 14)."
335,Deep yellow green,72,108,14,guava,"A guava with color rgb(72, 108, 14)."
336,Deep yellow green,72,108,14,sports ball,"A photo of a sports ball in color rgb(72, 108, 14)."
337,Deep yellow green,72,108,14,oven,"A oven with the color rgb(72, 108, 14)."
338,Deep yellow green,72,108,14,socks,"A photo of a socks in color rgb(72, 108, 14)."
339,Deep yellow green,72,108,14,taxi,"An image of a taxi in rgb(72, 108, 14)."
340,Deep yellow green,72,108,14,candle,"A candle with the color rgb(72, 108, 14)."
341,Deep yellow green,72,108,14,jeans,"A jeans rendered in RGB color rgb(72, 108, 14)."
342,Deep yellow green,72,108,14,duck,"A photo of a duck in color rgb(72, 108, 14)."
343,Deep yellow green,72,108,14,sports car,"A photo of a sports car in color rgb(72, 108, 14)."
344,Deep yellow green,72,108,14,wardrobe,"A realistic wardrobe in rgb(72, 108, 14)."
345,Deep yellow green,72,108,14,minivan,"A minivan with color rgb(72, 108, 14)."
346,Light yellow green,206,219,159,socks,"A socks in rgb(206, 219, 159)."
347,Light yellow green,206,219,159,duck,"A duck with color rgb(206, 219, 159)."
348,Light yellow green,206,219,159,pants,"A pants rendered in RGB color rgb(206, 219, 159)."
349,Light yellow green,206,219,159,microwave,"A realistic microwave in rgb(206, 219, 159)."
350,Light yellow green,206,219,159,couch,"A couch with the color rgb(206, 219, 159)."
351,Light yellow green,206,219,159,tie,"A tie in rgb(206, 219, 159)."
352,Light yellow green,206,219,159,ruler,"A ruler with color rgb(206, 219, 159)."
353,Light yellow green,206,219,159,umbrella,"A realistic umbrella in rgb(206, 219, 159)."
354,Light yellow green,206,219,159,taxi,"A realistic taxi in rgb(206, 219, 159)."
355,Light yellow green,206,219,159,cow,"A realistic cow in rgb(206, 219, 159)."
356,Light yellow green,206,219,159,oven,"An image of a oven in rgb(206, 219, 159)."
357,Light yellow green,206,219,159,bicycle,"A bicycle rendered in RGB color rgb(206, 219, 159)."
358,Light yellow green,206,219,159,chair,"A chair in rgb(206, 219, 159)."
359,Light yellow green,206,219,159,baseball bat,"A baseball bat with color rgb(206, 219, 159)."
360,Light yellow green,206,219,159,bus,"A realistic bus in rgb(206, 219, 159)."
361,Grayish yellow green,151,154,133,clock,"A photo of a clock in color rgb(151, 154, 133)."
362,Grayish yellow green,151,154,133,apple,"A apple colored rgb(151, 154, 133)."
363,Grayish yellow green,151,154,133,guava,"A realistic guava in rgb(151, 154, 133)."
364,Grayish yellow green,151,154,133,mug,"A realistic mug in rgb(151, 154, 133)."
365,Grayish yellow green,151,154,133,sponge,"A sponge with color rgb(151, 154, 133)."
366,Grayish yellow green,151,154,133,sweatshirt,"A sweatshirt colored rgb(151, 154, 133)."
367,Grayish yellow green,151,154,133,orange,"A orange with color rgb(151, 154, 133)."
368,Grayish yellow green,151,154,133,elephant,"A elephant in rgb(151, 154, 133)."
369,Grayish yellow green,151,154,133,pants,"A pants with the color rgb(151, 154, 133)."
370,Grayish yellow green,151,154,133,boxing glove,"A photo of a boxing glove in color rgb(151, 154, 133)."
371,Grayish yellow green,151,154,133,oven,"A photo of a oven in color rgb(151, 154, 133)."
372,Grayish yellow green,151,154,133,banana,"A banana with color rgb(151, 154, 133)."
373,Grayish yellow green,151,154,133,sports ball,"A sports ball with the color rgb(151, 154, 133)."
374,Grayish yellow green,151,154,133,fan,"A fan rendered in RGB color rgb(151, 154, 133)."
375,Grayish yellow green,151,154,133,papaya,"A photo of a papaya in color rgb(151, 154, 133)."
376,Strong olive green,44,85,6,cow,"A cow with the color rgb(44, 85, 6)."
377,Strong olive green,44,85,6,jeans,"A photo of a jeans in color rgb(44, 85, 6)."
378,Strong olive green,44,85,6,apple,"A apple with color rgb(44, 85, 6)."
379,Strong olive green,44,85,6,bear,"A photo of a bear in color rgb(44, 85, 6)."
380,Strong olive green,44,85,6,bicycle,"A bicycle colored rgb(44, 85, 6)."
381,Strong olive green,44,85,6,papaya,"A papaya with the color rgb(44, 85, 6)."
382,Strong olive green,44,85,6,teapot,"A photo of a teapot in color rgb(44, 85, 6)."
383,Strong olive green,44,85,6,pants,"A pants rendered in RGB color rgb(44, 85, 6)."
384,Strong olive green,44,85,6,candle,"A candle with color rgb(44, 85, 6)."
385,Strong olive green,44,85,6,microwave,"A microwave rendered in RGB color rgb(44, 85, 6)."
386,Strong olive green,44,85,6,bus,"A bus with the color rgb(44, 85, 6)."
387,Strong olive green,44,85,6,umbrella,"A umbrella in rgb(44, 85, 6)."
388,Strong olive green,44,85,6,sweatshirt,"A sweatshirt rendered in RGB color rgb(44, 85, 6)."
389,Strong olive green,44,85,6,duck,"A duck with color rgb(44, 85, 6)."
390,Strong olive green,44,85,6,desk,"A desk with color rgb(44, 85, 6)."
391,Deep yellowish green,23,106,30,teapot,"A teapot in rgb(23, 106, 30)."
392,Deep yellowish green,23,106,30,clock,"A clock with the color rgb(23, 106, 30)."
393,Deep yellowish green,23,106,30,desk,"A photo of a desk in color rgb(23, 106, 30)."
394,Deep yellowish green,23,106,30,oven,"A oven in rgb(23, 106, 30)."
395,Deep yellowish green,23,106,30,guava,"A guava with color rgb(23, 106, 30)."
396,Deep yellowish green,23,106,30,baseball bat,"A baseball bat in rgb(23, 106, 30)."
397,Deep yellowish green,23,106,30,crocodile,"A crocodile rendered in RGB color rgb(23, 106, 30)."
398,Deep yellowish green,23,106,30,parrot,"A realistic parrot in rgb(23, 106, 30)."
399,Deep yellowish green,23,106,30,mug,"A realistic mug in rgb(23, 106, 30)."
400,Deep yellowish green,23,106,30,fan,"A fan with color rgb(23, 106, 30)."
401,Deep yellowish green,23,106,30,banana,"A banana rendered in RGB color rgb(23, 106, 30)."
402,Deep yellowish green,23,106,30,bus,"A bus colored rgb(23, 106, 30)."
403,Deep yellowish green,23,106,30,wardrobe,"A realistic wardrobe in rgb(23, 106, 30)."
404,Deep yellowish green,23,106,30,remote,"A remote with the color rgb(23, 106, 30)."
405,Deep yellowish green,23,106,30,skateboard,"A realistic skateboard in rgb(23, 106, 30)."
406,Vivid green,35,234,165,sports car,"A sports car with color rgb(35, 234, 165)."
407,Vivid green,35,234,165,papaya,"An image of a papaya in rgb(35, 234, 165)."
408,Vivid green,35,234,165,minivan,"A minivan with the color rgb(35, 234, 165)."
409,Vivid green,35,234,165,remote,"A remote colored rgb(35, 234, 165)."
410,Vivid green,35,234,165,couch,"A couch in rgb(35, 234, 165)."
411,Vivid green,35,234,165,bear,"A realistic bear in rgb(35, 234, 165)."
412,Vivid green,35,234,165,iron,"A iron colored rgb(35, 234, 165)."
413,Vivid green,35,234,165,sponge,"A sponge in rgb(35, 234, 165)."
414,Vivid green,35,234,165,mug,"A photo of a mug in color rgb(35, 234, 165)."
415,Vivid green,35,234,165,microwave,"An image of a microwave in rgb(35, 234, 165)."
416,Vivid green,35,234,165,guava,"A realistic guava in rgb(35, 234, 165)."
417,Vivid green,35,234,165,bus,"A realistic bus in rgb(35, 234, 165)."
418,Vivid green,35,234,165,desk,"A desk in rgb(35, 234, 165)."
419,Vivid green,35,234,165,banana,"A photo of a banana in color rgb(35, 234, 165)."
420,Vivid green,35,234,165,ruler,"A ruler with color rgb(35, 234, 165)."
421,Light green,111,172,149,jeans,"A jeans with the color rgb(111, 172, 149)."
422,Light green,111,172,149,chair,"A realistic chair in rgb(111, 172, 149)."
423,Light green,111,172,149,microwave,"A microwave with the color rgb(111, 172, 149)."
424,Light green,111,172,149,teapot,"A teapot rendered in RGB color rgb(111, 172, 149)."
425,Light green,111,172,149,mug,"A realistic mug in rgb(111, 172, 149)."
426,Light green,111,172,149,clock,"A clock with color rgb(111, 172, 149)."
427,Light green,111,172,149,vehicle,"A vehicle with color rgb(111, 172, 149)."
428,Light green,111,172,149,pants,"A pants colored rgb(111, 172, 149)."
429,Light green,111,172,149,sports ball,"A realistic sports ball in rgb(111, 172, 149)."
430,Light green,111,172,149,bear,"A realistic bear in rgb(111, 172, 149)."
431,Light green,111,172,149,oven,"A photo of a oven in color rgb(111, 172, 149)."
432,Light green,111,172,149,bicycle,"A realistic bicycle in rgb(111, 172, 149)."
433,Light green,111,172,149,papaya,"A papaya rendered in RGB color rgb(111, 172, 149)."
434,Light green,111,172,149,banana,"A banana colored rgb(111, 172, 149)."
435,Light green,111,172,149,umbrella,"A photo of a umbrella in color rgb(111, 172, 149)."
436,Grayish green,97,113,110,pants,"A realistic pants in rgb(97, 113, 110)."
437,Grayish green,97,113,110,crocodile,"An image of a crocodile in rgb(97, 113, 110)."
438,Grayish green,97,113,110,chair,"An image of a chair in rgb(97, 113, 110)."
439,Grayish green,97,113,110,apple,"A apple colored rgb(97, 113, 110)."
440,Grayish green,97,113,110,baseball bat,"A realistic baseball bat in rgb(97, 113, 110)."
441,Grayish green,97,113,110,papaya,"An image of a papaya in rgb(97, 113, 110)."
442,Grayish green,97,113,110,minivan,"A photo of a minivan in color rgb(97, 113, 110)."
443,Grayish green,97,113,110,sponge,"A photo of a sponge in color rgb(97, 113, 110)."
444,Grayish green,97,113,110,snowboard,"A snowboard colored rgb(97, 113, 110)."
445,Grayish green,97,113,110,bicycle,"A photo of a bicycle in color rgb(97, 113, 110)."
446,Grayish green,97,113,110,microwave,"A microwave colored rgb(97, 113, 110)."
447,Grayish green,97,113,110,oven,"A oven in rgb(97, 113, 110)."
448,Grayish green,97,113,110,mug,"An image of a mug in rgb(97, 113, 110)."
449,Grayish green,97,113,110,elephant,"A realistic elephant in rgb(97, 113, 110)."
450,Grayish green,97,113,110,teapot,"A teapot colored rgb(97, 113, 110)."
451,Vivid blue,27,92,215,mango,"A mango rendered in RGB color rgb(27, 92, 215)."
452,Vivid blue,27,92,215,ruler,"A ruler colored rgb(27, 92, 215)."
453,Vivid blue,27,92,215,snowboard,"A snowboard rendered in RGB color rgb(27, 92, 215)."
454,Vivid blue,27,92,215,elephant,"A elephant with the color rgb(27, 92, 215)."
455,Vivid blue,27,92,215,mug,"A realistic mug in rgb(27, 92, 215)."
456,Vivid blue,27,92,215,bus,"A bus with color rgb(27, 92, 215)."
457,Vivid blue,27,92,215,chair,"An image of a chair in rgb(27, 92, 215)."
458,Vivid blue,27,92,215,crocodile,"A crocodile colored rgb(27, 92, 215)."
459,Vivid blue,27,92,215,socks,"A socks with the color rgb(27, 92, 215)."
460,Vivid blue,27,92,215,minivan,"An image of a minivan in rgb(27, 92, 215)."
461,Vivid blue,27,92,215,couch,"A couch colored rgb(27, 92, 215)."
462,Vivid blue,27,92,215,teapot,"An image of a teapot in rgb(27, 92, 215)."
463,Vivid blue,27,92,215,jeans,"A realistic jeans in rgb(27, 92, 215)."
464,Vivid blue,27,92,215,desk,"A desk in rgb(27, 92, 215)."
465,Vivid blue,27,92,215,bicycle,"A bicycle with the color rgb(27, 92, 215)."
466,Deep blue,17,48,116,sports ball,"A sports ball in rgb(17, 48, 116)."
467,Deep blue,17,48,116,boxing glove,"A boxing glove with color rgb(17, 48, 116)."
468,Deep blue,17,48,116,iron,"An image of a iron in rgb(17, 48, 116)."
469,Deep blue,17,48,116,microwave,"An image of a microwave in rgb(17, 48, 116)."
470,Deep blue,17,48,116,umbrella,"A umbrella colored rgb(17, 48, 116)."
471,Deep blue,17,48,116,banana,"A banana rendered in RGB color rgb(17, 48, 116)."
472,Deep blue,17,48,116,wardrobe,"A photo of a wardrobe in color rgb(17, 48, 116)."
473,Deep blue,17,48,116,couch,"A couch colored rgb(17, 48, 116)."
474,Deep blue,17,48,116,pants,"A pants rendered in RGB color rgb(17, 48, 116)."
475,Deep blue,17,48,116,teapot,"A teapot rendered in RGB color rgb(17, 48, 116)."
476,Deep blue,17,48,116,bear,"A bear rendered in RGB color rgb(17, 48, 116)."
477,Deep blue,17,48,116,oven,"A oven with the color rgb(17, 48, 116)."
478,Deep blue,17,48,116,vehicle,"A vehicle colored rgb(17, 48, 116)."
479,Deep blue,17,48,116,bus,"A photo of a bus in color rgb(17, 48, 116)."
480,Deep blue,17,48,116,remote,"A realistic remote in rgb(17, 48, 116)."
481,Grayish blue,84,104,127,socks,"An image of a socks in rgb(84, 104, 127)."
482,Grayish blue,84,104,127,elephant,"A elephant with color rgb(84, 104, 127)."
483,Grayish blue,84,104,127,umbrella,"A umbrella colored rgb(84, 104, 127)."
484,Grayish blue,84,104,127,desk,"A desk with color rgb(84, 104, 127)."
485,Grayish blue,84,104,127,boxing glove,"A realistic boxing glove in rgb(84, 104, 127)."
486,Grayish blue,84,104,127,skateboard,"A skateboard with color rgb(84, 104, 127)."
487,Grayish blue,84,104,127,ruler,"A photo of a ruler in color rgb(84, 104, 127)."
488,Grayish blue,84,104,127,snowboard,"A snowboard colored rgb(84, 104, 127)."
489,Grayish blue,84,104,127,bicycle,"A realistic bicycle in rgb(84, 104, 127)."
490,Grayish blue,84,104,127,football helmet,"A football helmet with the color rgb(84, 104, 127)."
491,Grayish blue,84,104,127,microwave,"A photo of a microwave in color rgb(84, 104, 127)."
492,Grayish blue,84,104,127,parrot,"A parrot colored rgb(84, 104, 127)."
493,Grayish blue,84,104,127,bear,"An image of a bear in rgb(84, 104, 127)."
494,Grayish blue,84,104,127,apple,"A apple with color rgb(84, 104, 127)."
495,Grayish blue,84,104,127,teapot,"A teapot with color rgb(84, 104, 127)."
496,Light bluish gray,183,184,198,vehicle,"A vehicle rendered in RGB color rgb(183, 184, 198)."
497,Light bluish gray,183,184,198,ruler,"A ruler with the color rgb(183, 184, 198)."
498,Light bluish gray,183,184,198,guava,"A guava in rgb(183, 184, 198)."
499,Light bluish gray,183,184,198,baseball bat,"A baseball bat with color rgb(183, 184, 198)."
500,Light bluish gray,183,184,198,bicycle,"A realistic bicycle in rgb(183, 184, 198)."
501,Light bluish gray,183,184,198,sweatshirt,"A sweatshirt in rgb(183, 184, 198)."
502,Light bluish gray,183,184,198,orange,"An image of a orange in rgb(183, 184, 198)."
503,Light bluish gray,183,184,198,pants,"A pants rendered in RGB color rgb(183, 184, 198)."
504,Light bluish gray,183,184,198,mug,"A mug with the color rgb(183, 184, 198)."
505,Light bluish gray,183,184,198,microwave,"A microwave with color rgb(183, 184, 198)."
506,Light bluish gray,183,184,198,umbrella,"An image of a umbrella in rgb(183, 184, 198)."
507,Light bluish gray,183,184,198,sports car,"A sports car colored rgb(183, 184, 198)."
508,Light bluish gray,183,184,198,jeans,"A jeans rendered in RGB color rgb(183, 184, 198)."
509,Light bluish gray,183,184,198,tie,"A photo of a tie in color rgb(183, 184, 198)."
510,Light bluish gray,183,184,198,skateboard,"A skateboard rendered in RGB color rgb(183, 184, 198)."
511,Grayish violet,88,78,114,parrot,"A parrot colored rgb(88, 78, 114)."
512,Grayish violet,88,78,114,taxi,"An image of a taxi in rgb(88, 78, 114)."
513,Grayish violet,88,78,114,duck,"A duck with the color rgb(88, 78, 114)."
514,Grayish violet,88,78,114,crocodile,"A crocodile colored rgb(88, 78, 114)."
515,Grayish violet,88,78,114,baseball bat,"A baseball bat in rgb(88, 78, 114)."
516,Grayish violet,88,78,114,bear,"A bear with color rgb(88, 78, 114)."
517,Grayish violet,88,78,114,skateboard,"A skateboard with the color rgb(88, 78, 114)."
518,Grayish violet,88,78,114,candle,"A realistic candle in rgb(88, 78, 114)."
519,Grayish violet,88,78,114,microwave,"An image of a microwave in rgb(88, 78, 114)."
520,Grayish violet,88,78,114,minivan,"A minivan with color rgb(88, 78, 114)."
521,Grayish violet,88,78,114,clock,"A clock colored rgb(88, 78, 114)."
522,Grayish violet,88,78,114,desk,"An image of a desk in rgb(88, 78, 114)."
523,Grayish violet,88,78,114,apple,"A apple with the color rgb(88, 78, 114)."
524,Grayish violet,88,78,114,elephant,"A photo of a elephant in color rgb(88, 78, 114)."
525,Grayish violet,88,78,114,umbrella,"A realistic umbrella in rgb(88, 78, 114)."
526,Vivid purple,185,53,213,vehicle,"A realistic vehicle in rgb(185, 53, 213)."
527,Vivid purple,185,53,213,football helmet,"A football helmet with the color rgb(185, 53, 213)."
528,Vivid purple,185,53,213,jeans,"A jeans with the color rgb(185, 53, 213)."
529,Vivid purple,185,53,213,remote,"A photo of a remote in color rgb(185, 53, 213)."
530,Vivid purple,185,53,213,sponge,"A sponge rendered in RGB color rgb(185, 53, 213)."
531,Vivid purple,185,53,213,umbrella,"A umbrella colored rgb(185, 53, 213)."
532,Vivid purple,185,53,213,apple,"A realistic apple in rgb(185, 53, 213)."
533,Vivid purple,185,53,213,desk,"An image of a desk in rgb(185, 53, 213)."
534,Vivid purple,185,53,213,oven,"A oven colored rgb(185, 53, 213)."
535,Vivid purple,185,53,213,papaya,"A papaya rendered in RGB color rgb(185, 53, 213)."
536,Vivid purple,185,53,213,clock,"A clock colored rgb(185, 53, 213)."
537,Vivid purple,185,53,213,chair,"A chair with the color rgb(185, 53, 213)."
538,Vivid purple,185,53,213,bus,"A realistic bus in rgb(185, 53, 213)."
539,Vivid purple,185,53,213,duck,"A duck colored rgb(185, 53, 213)."
540,Vivid purple,185,53,213,socks,"A socks with color rgb(185, 53, 213)."
541,Deep purple,101,34,119,bus,"A photo of a bus in color rgb(101, 34, 119)."
542,Deep purple,101,34,119,sponge,"A sponge with the color rgb(101, 34, 119)."
543,Deep purple,101,34,119,taxi,"A realistic taxi in rgb(101, 34, 119)."
544,Deep purple,101,34,119,suitcase,"A suitcase with the color rgb(101, 34, 119)."
545,Deep purple,101,34,119,teapot,"A photo of a teapot in color rgb(101, 34, 119)."
546,Deep purple,101,34,119,snowboard,"A snowboard in rgb(101, 34, 119)."
547,Deep purple,101,34,119,sports ball,"A sports ball in rgb(101, 34, 119)."
548,Deep purple,101,34,119,iron,"An image of a iron in rgb(101, 34, 119)."
549,Deep purple,101,34,119,couch,"A photo of a couch in color rgb(101, 34, 119)."
550,Deep purple,101,34,119,pants,"A pants rendered in RGB color rgb(101, 34, 119)."
551,Deep purple,101,34,119,parrot,"A photo of a parrot in color rgb(101, 34, 119)."
552,Deep purple,101,34,119,sports car,"A sports car with the color rgb(101, 34, 119)."
553,Deep purple,101,34,119,orange,"A photo of a orange in color rgb(101, 34, 119)."
554,Deep purple,101,34,119,guava,"A photo of a guava in color rgb(101, 34, 119)."
555,Deep purple,101,34,119,baseball bat,"A photo of a baseball bat in color rgb(101, 34, 119)."
556,Light reddish purple,189,128,174,minivan,"A photo of a minivan in color rgb(189, 128, 174)."
557,Light reddish purple,189,128,174,elephant,"An image of a elephant in rgb(189, 128, 174)."
558,Light reddish purple,189,128,174,pants,"A pants in rgb(189, 128, 174)."
559,Light reddish purple,189,128,174,bicycle,"A bicycle rendered in RGB color rgb(189, 128, 174)."
560,Light reddish purple,189,128,174,baseball bat,"A baseball bat with color rgb(189, 128, 174)."
561,Light reddish purple,189,128,174,sponge,"A sponge in rgb(189, 128, 174)."
562,Light reddish purple,189,128,174,chair,"A chair rendered in RGB color rgb(189, 128, 174)."
563,Light reddish purple,189,128,174,parrot,"A parrot colored rgb(189, 128, 174)."
564,Light reddish purple,189,128,174,skateboard,"A skateboard with the color rgb(189, 128, 174)."
565,Light reddish purple,189,128,174,cow,"A cow with the color rgb(189, 128, 174)."
566,Light reddish purple,189,128,174,clock,"A realistic clock in rgb(189, 128, 174)."
567,Light reddish purple,189,128,174,vehicle,"A realistic vehicle in rgb(189, 128, 174)."
568,Light reddish purple,189,128,174,football helmet,"An image of a football helmet in rgb(189, 128, 174)."
569,Light reddish purple,189,128,174,ruler,"A ruler with the color rgb(189, 128, 174)."
570,Light reddish purple,189,128,174,sports car,"A realistic sports car in rgb(189, 128, 174)."
571,Deep purplish pink,223,106,172,crocodile,"A crocodile with the color rgb(223, 106, 172)."
572,Deep purplish pink,223,106,172,umbrella,"A umbrella with the color rgb(223, 106, 172)."
573,Deep purplish pink,223,106,172,football helmet,"An image of a football helmet in rgb(223, 106, 172)."
574,Deep purplish pink,223,106,172,bus,"A bus rendered in RGB color rgb(223, 106, 172)."
575,Deep purplish pink,223,106,172,duck,"A duck with the color rgb(223, 106, 172)."
576,Deep purplish pink,223,106,172,oven,"A oven rendered in RGB color rgb(223, 106, 172)."
577,Deep purplish pink,223,106,172,desk,"A desk with color rgb(223, 106, 172)."
578,Deep purplish pink,223,106,172,vehicle,"An image of a vehicle in rgb(223, 106, 172)."
579,Deep purplish pink,223,106,172,orange,"A orange colored rgb(223, 106, 172)."
580,Deep purplish pink,223,106,172,candle,"A candle with color rgb(223, 106, 172)."
581,Deep purplish pink,223,106,172,guava,"A realistic guava in rgb(223, 106, 172)."
582,Deep purplish pink,223,106,172,wardrobe,"A wardrobe colored rgb(223, 106, 172)."
583,Deep purplish pink,223,106,172,couch,"A couch with the color rgb(223, 106, 172)."
584,Deep purplish pink,223,106,172,mug,"A mug with the color rgb(223, 106, 172)."
585,Deep purplish pink,223,106,172,teapot,"A photo of a teapot in color rgb(223, 106, 172)."
586,Deep purplish red,136,16,85,wardrobe,"A realistic wardrobe in rgb(136, 16, 85)."
587,Deep purplish red,136,16,85,teapot,"A teapot with the color rgb(136, 16, 85)."
588,Deep purplish red,136,16,85,umbrella,"A umbrella with the color rgb(136, 16, 85)."
589,Deep purplish red,136,16,85,papaya,"A papaya with the color rgb(136, 16, 85)."
590,Deep purplish red,136,16,85,minivan,"A minivan with the color rgb(136, 16, 85)."
591,Deep purplish red,136,16,85,desk,"A desk colored rgb(136, 16, 85)."
592,Deep purplish red,136,16,85,guava,"A guava with the color rgb(136, 16, 85)."
593,Deep purplish red,136,16,85,ruler,"An image of a ruler in rgb(136, 16, 85)."
594,Deep purplish red,136,16,85,couch,"A couch rendered in RGB color rgb(136, 16, 85)."
595,Deep purplish red,136,16,85,remote,"A remote in rgb(136, 16, 85)."
596,Deep purplish red,136,16,85,fan,"An image of a fan in rgb(136, 16, 85)."
597,Deep purplish red,136,16,85,sweatshirt,"A sweatshirt with the color rgb(136, 16, 85)."
598,Deep purplish red,136,16,85,skateboard,"A skateboard colored rgb(136, 16, 85)."
599,Deep purplish red,136,16,85,taxi,"An image of a taxi in rgb(136, 16, 85)."
600,Deep purplish red,136,16,85,elephant,"A elephant colored rgb(136, 16, 85)."
601,White,231,225,233,orange,"A orange with the color rgb(231, 225, 233)."
602,White,231,225,233,microwave,"A microwave with color rgb(231, 225, 233)."
603,White,231,225,233,pants,"A photo of a pants in color rgb(231, 225, 233)."
604,White,231,225,233,oven,"A oven colored rgb(231, 225, 233)."
605,White,231,225,233,sports car,"A sports car in rgb(231, 225, 233)."
606,White,231,225,233,couch,"A couch with color rgb(231, 225, 233)."
607,White,231,225,233,sweatshirt,"A sweatshirt in rgb(231, 225, 233)."
608,White,231,225,233,crocodile,"A crocodile rendered in RGB color rgb(231, 225, 233)."
609,White,231,225,233,suitcase,"A suitcase with color rgb(231, 225, 233)."
610,White,231,225,233,elephant,"A elephant with color rgb(231, 225, 233)."
611,White,231,225,233,candle,"An image of a candle in rgb(231, 225, 233)."
612,White,231,225,233,umbrella,"An image of a umbrella in rgb(231, 225, 233)."
613,White,231,225,233,boxing glove,"A boxing glove in rgb(231, 225, 233)."
614,White,231,225,233,snowboard,"A snowboard rendered in RGB color rgb(231, 225, 233)."
615,White,231,225,233,taxi,"A taxi rendered in RGB color rgb(231, 225, 233)."
616,Light gray,189,183,191,sweatshirt,"An image of a sweatshirt in rgb(189, 183, 191)."
617,Light gray,189,183,191,ruler,"A ruler with color rgb(189, 183, 191)."
618,Light gray,189,183,191,guava,"An image of a guava in rgb(189, 183, 191)."
619,Light gray,189,183,191,apple,"A apple with the color rgb(189, 183, 191)."
620,Light gray,189,183,191,elephant,"A elephant in rgb(189, 183, 191)."
621,Light gray,189,183,191,boxing glove,"A boxing glove rendered in RGB color rgb(189, 183, 191)."
622,Light gray,189,183,191,vehicle,"A vehicle rendered in RGB color rgb(189, 183, 191)."
623,Light gray,189,183,191,banana,"A banana in rgb(189, 183, 191)."
624,Light gray,189,183,191,duck,"A duck with the color rgb(189, 183, 191)."
625,Light gray,189,183,191,suitcase,"A suitcase with color rgb(189, 183, 191)."
626,Light gray,189,183,191,mango,"A realistic mango in rgb(189, 183, 191)."
627,Light gray,189,183,191,papaya,"A papaya colored rgb(189, 183, 191)."
628,Light gray,189,183,191,desk,"A realistic desk in rgb(189, 183, 191)."
629,Light gray,189,183,191,minivan,"A realistic minivan in rgb(189, 183, 191)."
630,Light gray,189,183,191,bear,"A bear colored rgb(189, 183, 191)."
631,Medium gray,138,132,137,baseball bat,"A baseball bat in rgb(138, 132, 137)."
632,Medium gray,138,132,137,suitcase,"A suitcase in rgb(138, 132, 137)."
633,Medium gray,138,132,137,crocodile,"A photo of a crocodile in color rgb(138, 132, 137)."
634,Medium gray,138,132,137,clock,"A clock with color rgb(138, 132, 137)."
635,Medium gray,138,132,137,sports car,"A photo of a sports car in color rgb(138, 132, 137)."
636,Medium gray,138,132,137,wardrobe,"A wardrobe rendered in RGB color rgb(138, 132, 137)."
637,Medium gray,138,132,137,ruler,"A ruler with color rgb(138, 132, 137)."
638,Medium gray,138,132,137,microwave,"A microwave with color rgb(138, 132, 137)."
639,Medium gray,138,132,137,socks,"An image of a socks in rgb(138, 132, 137)."
640,Medium gray,138,132,137,mug,"A mug with the color rgb(138, 132, 137)."
641,Medium gray,138,132,137,duck,"A duck in rgb(138, 132, 137)."
642,Medium gray,138,132,137,oven,"A realistic oven in rgb(138, 132, 137)."
643,Medium gray,138,132,137,bus,"A bus colored rgb(138, 132, 137)."
644,Medium gray,138,132,137,umbrella,"A umbrella rendered in RGB color rgb(138, 132, 137)."
645,Medium gray,138,132,137,guava,"A guava rendered in RGB color rgb(138, 132, 137)."
646,Dark gray,88,84,88,mango,"A mango colored rgb(88, 84, 88)."
647,Dark gray,88,84,88,parrot,"A parrot colored rgb(88, 84, 88)."
648,Dark gray,88,84,88,umbrella,"A umbrella with color rgb(88, 84, 88)."
649,Dark gray,88,84,88,crocodile,"A crocodile with the color rgb(88, 84, 88)."
650,Dark gray,88,84,88,jeans,"A jeans colored rgb(88, 84, 88)."
651,Dark gray,88,84,88,sports car,"A sports car in rgb(88, 84, 88)."
652,Dark gray,88,84,88,apple,"An image of a apple in rgb(88, 84, 88)."
653,Dark gray,88,84,88,guava,"A guava rendered in RGB color rgb(88, 84, 88)."
654,Dark gray,88,84,88,bus,"A realistic bus in rgb(88, 84, 88)."
655,Dark gray,88,84,88,wardrobe,"An image of a wardrobe in rgb(88, 84, 88)."
656,Dark gray,88,84,88,vehicle,"A vehicle with the color rgb(88, 84, 88)."
657,Dark gray,88,84,88,desk,"A desk colored rgb(88, 84, 88)."
658,Dark gray,88,84,88,football helmet,"A football helmet with the color rgb(88, 84, 88)."
659,Dark gray,88,84,88,remote,"A photo of a remote in color rgb(88, 84, 88)."
660,Dark gray,88,84,88,sweatshirt,"A sweatshirt colored rgb(88, 84, 88)."
661,Black,43,41,43,socks,"An image of a socks in rgb(43, 41, 43)."
