id,color_count,object1,color1,object2,color2,object3,color3,prompt
253,3,skateboard,Brown,sports ball,Orange yellow,baseball bat,Yellowish brown,A Brown skateboard beside a Orange yellow sports ball and a Yellowish brown baseball bat.
254,3,book,Yellow,mug,Olive brown,candle,Greenish yellow,"A Yellow book, a Olive brown mug, and a Greenish yellow candle on the coffee table."
255,2,orange,Olive,guava,Yellow green,,,A Olive orange beside a Yellow green guava on the kitchen counter.
256,2,lipstick,Olive green,handbag,Yellowish green,,,A Olive green lipstick inside a Yellowish green handbag on the vanity.
257,3,tie,Green,hat,Bluish green,jacket,Greenish blue,"A Green tie, a Bluish green hat, and a Greenish blue jacket on the bed."
258,2,sports car,Blue,truck,Purplish blue,,,A Blue sports car next to a Purplish blue truck in the parking lot.
259,3,bear,Violet,turtle,Purple,crocodile,Reddish purple,A Violet bear near a Purple turtle and a Reddish purple crocodile by the river.
260,2,horse,Purplish pink,cow,Purplish red,,,A Purplish pink horse standing with a Purplish red cow in the field.
261,2,parrot,White,dog,Gray,,,A White parrot perched near a Gray dog in the yard.
262,2,thermos,Black,tissue box,Pink,,,A Black thermos next to a Pink tissue box on the desk.
263,2,jacket,Red,hat,Yellowish pink,,,A Red jacket hanging beside a Yellowish pink hat on the rack.
264,2,coat,Reddish orange,hat,Reddish brown,,,A Reddish orange coat hanging next to a Reddish brown hat on the hook.
265,2,strawberry,Orange,lemon,Brown,,,A Orange strawberry next to a Brown lemon on a plate.
266,2,elephant,Orange yellow,bear,Yellowish brown,,,A Orange yellow elephant near a Yellowish brown bear in the wild.
267,3,teddybear,Yellow,balloon,Olive brown,football helmet,Greenish yellow,A Yellow teddybear with a Olive brown balloon next to a Greenish yellow football helmet.
268,2,hat,Olive,suitcase,Yellow green,,,A Olive hat resting on a Yellow green suitcase.
269,2,minivan,Olive green,bicycle,Yellowish green,,,A Olive green minivan parked beside a Yellowish green bicycle in the driveway.
270,2,snowboard,Green,skis,Bluish green,,,A Green snowboard resting against Bluish green skis by the cabin.
271,2,carrot,Greenish blue,broccoli,Blue,,,A Greenish blue carrot and a Blue broccoli on a cutting board.
272,3,couch,Purplish blue,table,Violet,vase,Purple,A Purplish blue couch with a Violet table and a Purple vase in the living room.
273,3,boat,Reddish purple,jeep,Purplish pink,airplane,Purplish red,"A Reddish purple boat, a Purplish pink jeep, and a Purplish red airplane at the lakeside."
274,2,sheep,White,horse,Gray,,,A White sheep grazing next to a Gray horse in the meadow.
275,2,pillow,Black,curtain,Pink,,,A Black pillow on the bed near a Pink curtain by the window.
276,2,skateboard,Red,frisbee,Yellowish pink,,,A Red skateboard beside a Yellowish pink frisbee on the grass.
277,2,tie,Reddish orange,suit,Reddish brown,,,A Reddish orange tie draped over a Reddish brown suit in the closet.
278,2,baseball bat,Orange,golf ball,Brown,,,A Orange baseball bat next to a Brown golf ball on the floor.
279,2,refrigerator,Orange yellow,oven,Yellowish brown,,,A Orange yellow refrigerator beside a Yellowish brown oven in the kitchen.
280,3,dog,Yellow,cat,Olive brown,horse,Greenish yellow,A Yellow dog next to a Olive brown cat and a Greenish yellow horse in the yard.
281,2,duck,Olive,cow,Yellow green,,,A Olive duck swimming near a Yellow green cow by the pond.
282,2,clock,Olive green,candle,Yellowish green,,,A Olive green clock beside a Yellowish green candle on the mantle.
283,2,backpack,Green,bicycle,Bluish green,,,A Green backpack hanging on a Bluish green bicycle.
284,3,papaya,Greenish blue,guava,Blue,carrot,Purplish blue,"A Greenish blue papaya, a Blue guava, and a Purplish blue carrot on the table."
285,3,surfboard,Violet,kite,Purple,frisbee,Reddish purple,"A Violet surfboard, a Purple kite, and a Reddish purple frisbee on the beach."
286,2,knife,Purplish pink,cutting board,Purplish red,,,A Purplish pink knife on a Purplish red cutting board in the kitchen.
287,2,umbrella,White,car,Gray,,,A White umbrella leaning against a Gray car.
288,2,remote,Black,computer mouse,Pink,,,A Black remote beside a Pink computer mouse on the desk.
289,3,remote,Red,computer mouse,Yellowish pink,fan,Reddish orange,"A Red remote, a Yellowish pink computer mouse, and a Reddish orange fan on the desk."
290,3,wardrobe,Reddish brown,bookcase,Orange,desk,Brown,A Reddish brown wardrobe beside a Orange bookcase and a Brown desk in the room.
291,3,broccoli,Orange yellow,orange,Yellowish brown,apple,Yellow,A Orange yellow broccoli beside a Yellowish brown orange and a Yellow apple on the counter.
292,2,backpack,Olive brown,umbrella,Greenish yellow,,,A Olive brown backpack leaning against a Greenish yellow umbrella by the door.
293,2,boat,Olive,jeep,Yellow green,,,A Olive boat docked near a Yellow green jeep at the marina.
294,2,socks,Olive green,towel,Yellowish green,,,A Olive green socks next to a Yellowish green towel on the dresser.
295,3,chair,Green,desk,Bluish green,bookcase,Greenish blue,"A Green chair, a Bluish green desk, and a Greenish blue bookcase in the office."
296,2,T-shirt,Blue,jeans,Purplish blue,,,A Blue T-shirt and Purplish blue jeans folded on the bed.
297,2,teddybear,Violet,balloon,Purple,,,A Violet teddybear holding a Purple balloon on the bed.
298,3,strawberry,Reddish purple,mango,Purplish pink,lemon,Purplish red,"A Reddish purple strawberry, a Purplish pink mango, and a Purplish red lemon on a plate."
299,2,surfboard,White,kite,Gray,,,A White surfboard leaning near a Gray kite on the beach.
300,2,sports ball,Black,baseball glove,Pink,,,A Black sports ball next to a Pink baseball glove on the bench.
301,3,hat,Red,suitcase,Yellowish pink,umbrella,Reddish orange,"A Red hat, a Yellowish pink suitcase, and a Reddish orange umbrella at the entrance."
302,2,microwave,Reddish brown,toaster,Orange,,,A Reddish brown microwave next to a Orange toaster on the counter.
303,3,backpack,Brown,umbrella,Orange yellow,suitcase,Yellowish brown,"A Brown backpack, a Orange yellow umbrella, and a Yellowish brown suitcase by the door."
304,2,dog,Yellow,cat,Olive brown,,,A Yellow dog sitting beside a Olive brown cat on the floor.
305,2,sweatshirt,Greenish yellow,pants,Olive,,,A Greenish yellow sweatshirt folded beside Olive pants on the shelf.
306,2,vase,Yellow green,clock,Olive green,,,A Yellow green vase next to a Olive green clock on the shelf.
307,2,owl,Yellowish green,cat,Green,,,A Yellowish green owl perched above a Green cat at night.
308,3,bicycle,Bluish green,motorcycle,Greenish blue,airplane,Blue,"A Bluish green bicycle, a Greenish blue motorcycle, and a Blue airplane at the airport."
309,3,cow,Purplish blue,sheep,Violet,elephant,Purple,"A Purplish blue cow, a Violet sheep, and a Purple elephant at the zoo."
310,2,fan,Reddish purple,sponge,Purplish pink,,,A Reddish purple fan beside a Purplish pink sponge on the shelf.
311,2,airplane,Purplish red,truck,White,,,A Purplish red airplane flying above a White truck on the runway.
312,2,handbag,Gray,suitcase,Black,,,A Gray handbag placed on a Black suitcase at the airport.
313,3,mug,Pink,teapot,Red,candle,Yellowish pink,"A Pink mug, a Red teapot, and a Yellowish pink candle on the dining table."
314,2,mango,Reddish orange,papaya,Reddish brown,,,A Reddish orange mango and a Reddish brown papaya in a fruit bowl.
315,2,turtle,Orange,crocodile,Brown,,,A Orange turtle resting near a Brown crocodile by the river.
316,2,wallet,Orange yellow,tie,Yellowish brown,,,A Orange yellow wallet beside a Yellowish brown tie on the table.
317,2,hammer,Yellow,wrench,Olive brown,,,A Yellow hammer next to a Olive brown wrench on the workbench.
318,2,table,Greenish yellow,wardrobe,Olive,,,A Greenish yellow table beside a Olive wardrobe in the bedroom.
319,3,T-shirt,Yellow green,jeans,Olive green,socks,Yellowish green,"A Yellow green T-shirt, Olive green jeans, and Yellowish green socks on the bed."
320,2,mug,Green,teapot,Bluish green,,,A Green mug beside a Bluish green teapot on the table.
321,2,car,Greenish blue,bus,Blue,,,A Greenish blue car parked near a Blue bus on the street.
322,2,bicycle,Purplish blue,motorcycle,Violet,,,A Purplish blue bicycle next to a Violet motorcycle in the garage.
323,3,banana,Purple,apple,Reddish purple,orange,Purplish pink,"A Purple banana, a Reddish purple apple, and a Purplish pink orange in a fruit bowl."
324,2,hair dryer,Purplish red,iron,White,,,A Purplish red hair dryer next to an White iron on the bathroom counter.
325,3,clock,Gray,vase,Black,book,Pink,"A Gray clock, a Black vase, and a Pink book on the shelf."
326,2,taxi,Red,bus,Yellowish pink,,,A Red taxi and a Yellowish pink bus at the station.
327,3,microwave,Reddish orange,toaster,Reddish brown,refrigerator,Orange,"A Reddish orange microwave, a Reddish brown toaster, and a Orange refrigerator in the kitchen."
328,2,couch,Brown,bookcase,Orange yellow,,,A Brown couch facing a Orange yellow bookcase in the living room.
329,3,pillow,Yellowish brown,curtain,Yellow,clock,Olive brown,"A Yellowish brown pillow on the bed, a Yellow curtain by the window, and a Olive brown clock on the wall."
330,2,football helmet,Greenish yellow,boxing glove,Olive,,,A Greenish yellow football helmet beside a Olive boxing glove on the shelf.
331,2,chair,Yellow green,desk,Olive green,,,A Yellow green chair and a Olive green desk in a sunlit room.
332,2,banana,Yellowish green,apple,Green,,,A Yellowish green banana and a Green apple on a wooden table.
333,3,backpack,Bluish green,bicycle,Greenish blue,umbrella,Blue,A Bluish green backpack on a Greenish blue bicycle next to a Blue umbrella.
334,2,book,Purplish blue,mug,Violet,,,A Purplish blue book next to a Violet mug on the coffee table.
335,3,hammer,Purple,wrench,Reddish purple,saw,Purplish pink,"A Purple hammer, a Reddish purple wrench, and a Purplish pink saw on the workbench."
336,2,ruler,Purplish red,saw,White,,,A Purplish red ruler next to a White saw on the workshop table.
337,2,candle,Gray,book,Black,,,A Gray candle next to a Black book on the nightstand.
338,3,handbag,Pink,wallet,Red,hat,Yellowish pink,A Pink handbag with a Red wallet and a Yellowish pink hat on the table.
339,3,car,Reddish orange,bus,Reddish brown,truck,Orange,A Reddish orange car parked near a Reddish brown bus and a Orange truck on the street.
340,2,potted plant,Brown,vase,Orange yellow,,,A Brown potted plant beside a Orange yellow vase on the windowsill.
341,2,sink,Yellowish brown,trash can,Yellow,,,A Yellowish brown sink beside a Yellow trash can in the kitchen.
342,3,skateboard,Olive brown,sports ball,Greenish yellow,baseball bat,Olive,A Olive brown skateboard beside a Greenish yellow sports ball and a Olive baseball bat.
343,3,book,Yellow green,mug,Olive green,candle,Yellowish green,"A Yellow green book, a Olive green mug, and a Yellowish green candle on the coffee table."
344,2,orange,Green,guava,Bluish green,,,A Green orange beside a Bluish green guava on the kitchen counter.
345,2,lipstick,Greenish blue,handbag,Blue,,,A Greenish blue lipstick inside a Blue handbag on the vanity.
346,3,tie,Purplish blue,hat,Violet,jacket,Purple,"A Purplish blue tie, a Violet hat, and a Purple jacket on the bed."
347,2,sports car,Reddish purple,truck,Purplish pink,,,A Reddish purple sports car next to a Purplish pink truck in the parking lot.
348,3,bear,Purplish red,turtle,White,crocodile,Gray,A Purplish red bear near a White turtle and a Gray crocodile by the river.
349,2,horse,Black,cow,Pink,,,A Black horse standing with a Pink cow in the field.
350,2,parrot,Red,dog,Yellowish pink,,,A Red parrot perched near a Yellowish pink dog in the yard.
