id,css_name,color_name,hex,r,g,b,object,prompt
287,MediumSeaGreen,medium sea green,#3CB371,60,179,113,suitcase,An image of a suitcase in hex color #3CB371.
288,MediumSeaGreen,medium sea green,#3CB371,60,179,113,apple,A photo of a apple in the color #3CB371.
289,MediumSeaGreen,medium sea green,#3CB371,60,179,113,papaya,A papaya rendered in #3CB371 color.
290,MediumSeaGreen,medium sea green,#3CB371,60,179,113,ruler,A ruler rendered entirely in #3CB371.
291,MediumSeaGreen,medium sea green,#3CB371,60,179,113,minivan,A minivan rendered entirely in #3CB371.
292,MediumSeaGreen,medium sea green,#3CB371,60,179,113,parrot,A realistic #3CB371-colored parrot.
293,MediumSeaGreen,medium sea green,#3CB371,60,179,113,desk,A realistic #3CB371-colored desk.
294,MediumSeaGreen,medium sea green,#3CB371,60,179,113,snowboard,A highly detailed snowboard in hex #3CB371.
295,MediumSeaGreen,medium sea green,#3CB371,60,179,113,orange,A close-up of a orange in the color #3CB371.
296,MediumSeaGreen,medium sea green,#3CB371,60,179,113,sponge,A sponge designed in #3CB371 color.
297,MediumSeaGreen,medium sea green,#3CB371,60,179,113,socks,A close-up of a socks in the color #3CB371.
298,MediumSeaGreen,medium sea green,#3CB371,60,179,113,mango,A mango rendered in #3CB371 color.
299,MediumSeaGreen,medium sea green,#3CB371,60,179,113,vehicle,A vehicle rendered entirely in #3CB371.
300,MediumSeaGreen,medium sea green,#3CB371,60,179,113,duck,A duck designed in #3CB371 color.
301,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,vehicle,A vehicle designed in #AFEEEE color.
302,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,mango,A mango with hex color #AFEEEE.
303,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,minivan,An image of a minivan in hex color #AFEEEE.
304,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,ruler,A ruler rendered in #AFEEEE color.
305,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,guava,A guava rendered entirely in #AFEEEE.
306,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,bear,A photo of a bear in the color #AFEEEE.
307,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,desk,A close-up of a desk in the color #AFEEEE.
308,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,chair,A chair designed in #AFEEEE color.
309,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,parrot,A photo of a parrot in the color #AFEEEE.
310,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,fan,A photo of a fan in the color #AFEEEE.
311,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,snowboard,A snowboard rendered entirely in #AFEEEE.
312,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,sweatshirt,A sweatshirt rendered in #AFEEEE color.
313,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,banana,A banana rendered entirely in #AFEEEE.
314,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,wardrobe,A wardrobe rendered in #AFEEEE color.
315,PaleTurquoise,pale turquoise,#AFEEEE,175,238,238,pants,A pants in color #AFEEEE.
316,Aqua,aqua,#00FFFF,0,255,255,candle,A candle designed in #00FFFF color.
317,Aqua,aqua,#00FFFF,0,255,255,vehicle,A vehicle in color #00FFFF.
318,Aqua,aqua,#00FFFF,0,255,255,parrot,A highly detailed parrot in hex #00FFFF.
319,Aqua,aqua,#00FFFF,0,255,255,orange,A close-up of a orange in the color #00FFFF.
320,Aqua,aqua,#00FFFF,0,255,255,sports car,A sports car designed in #00FFFF color.
321,Aqua,aqua,#00FFFF,0,255,255,umbrella,A umbrella rendered in #00FFFF color.
322,Aqua,aqua,#00FFFF,0,255,255,apple,A photo of a apple in the color #00FFFF.
323,Aqua,aqua,#00FFFF,0,255,255,bus,A bus with hex color #00FFFF.
324,Aqua,aqua,#00FFFF,0,255,255,sponge,A highly detailed sponge in hex #00FFFF.
325,Aqua,aqua,#00FFFF,0,255,255,sports ball,A highly detailed sports ball in hex #00FFFF.
326,Aqua,aqua,#00FFFF,0,255,255,tie,A tie in color #00FFFF.
327,Aqua,aqua,#00FFFF,0,255,255,socks,A socks with hex color #00FFFF.
328,Aqua,aqua,#00FFFF,0,255,255,elephant,A elephant rendered in #00FFFF color.
329,Aqua,aqua,#00FFFF,0,255,255,sweatshirt,A sweatshirt in color #00FFFF.
330,Aqua,aqua,#00FFFF,0,255,255,chair,A highly detailed chair in hex #00FFFF.
331,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,vehicle,A photo of a vehicle in the color #00FA9A.
332,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,oven,A oven in color #00FA9A.
333,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,sweatshirt,A realistic #00FA9A-colored sweatshirt.
334,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,mango,A photo of a mango in the color #00FA9A.
335,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,guava,An image of a guava in hex color #00FA9A.
336,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,tie,A tie rendered entirely in #00FA9A.
337,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,apple,A apple designed in #00FA9A color.
338,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,socks,A socks in color #00FA9A.
339,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,sports ball,A sports ball rendered entirely in #00FA9A.
340,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,couch,A photo of a couch in the color #00FA9A.
341,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,sponge,A sponge designed in #00FA9A color.
342,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,clock,A clock with hex color #00FA9A.
343,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,bus,A bus rendered entirely in #00FA9A.
344,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,sports car,A sports car with hex color #00FA9A.
345,MediumSpringGreen,medium spring green,#00FA9A,0,250,154,wardrobe,A realistic #00FA9A-colored wardrobe.
346,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,snowboard,A snowboard designed in #2F4F4F color.
347,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,baseball bat,A highly detailed baseball bat in hex #2F4F4F.
348,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,football helmet,A highly detailed football helmet in hex #2F4F4F.
349,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,parrot,A parrot rendered entirely in #2F4F4F.
350,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,candle,A photo of a candle in the color #2F4F4F.
351,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,desk,An image of a desk in hex color #2F4F4F.
352,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,wardrobe,A wardrobe designed in #2F4F4F color.
353,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,socks,A photo of a socks in the color #2F4F4F.
354,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,sponge,A sponge with hex color #2F4F4F.
355,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,remote,A remote designed in #2F4F4F color.
356,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,sports ball,A close-up of a sports ball in the color #2F4F4F.
357,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,banana,A photo of a banana in the color #2F4F4F.
358,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,pants,A pants rendered in #2F4F4F color.
359,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,teapot,A photo of a teapot in the color #2F4F4F.
360,DarkSlateGray,dark slate gray,#2F4F4F,47,79,79,jeans,A jeans rendered in #2F4F4F color.
361,PowderBlue,powder blue,#B0E0E6,176,224,230,pants,An image of a pants in hex color #B0E0E6.
362,PowderBlue,powder blue,#B0E0E6,176,224,230,sponge,A sponge in color #B0E0E6.
363,PowderBlue,powder blue,#B0E0E6,176,224,230,baseball bat,A baseball bat rendered in #B0E0E6 color.
364,PowderBlue,powder blue,#B0E0E6,176,224,230,jeans,A close-up of a jeans in the color #B0E0E6.
365,PowderBlue,powder blue,#B0E0E6,176,224,230,bicycle,A bicycle rendered entirely in #B0E0E6.
366,PowderBlue,powder blue,#B0E0E6,176,224,230,duck,A close-up of a duck in the color #B0E0E6.
367,PowderBlue,powder blue,#B0E0E6,176,224,230,tie,A tie rendered in #B0E0E6 color.
368,PowderBlue,powder blue,#B0E0E6,176,224,230,banana,A highly detailed banana in hex #B0E0E6.
369,PowderBlue,powder blue,#B0E0E6,176,224,230,sports ball,A photo of a sports ball in the color #B0E0E6.
370,PowderBlue,powder blue,#B0E0E6,176,224,230,papaya,A papaya designed in #B0E0E6 color.
371,PowderBlue,powder blue,#B0E0E6,176,224,230,mug,A realistic #B0E0E6-colored mug.
372,PowderBlue,powder blue,#B0E0E6,176,224,230,socks,A realistic #B0E0E6-colored socks.
373,PowderBlue,powder blue,#B0E0E6,176,224,230,candle,A photo of a candle in the color #B0E0E6.
374,PowderBlue,powder blue,#B0E0E6,176,224,230,ruler,A ruler rendered entirely in #B0E0E6.
375,PowderBlue,powder blue,#B0E0E6,176,224,230,teapot,A realistic #B0E0E6-colored teapot.
376,SkyBlue,sky blue,#87CEEB,135,206,235,minivan,A minivan designed in #87CEEB color.
377,SkyBlue,sky blue,#87CEEB,135,206,235,sports car,A sports car rendered in #87CEEB color.
378,SkyBlue,sky blue,#87CEEB,135,206,235,desk,A highly detailed desk in hex #87CEEB.
379,SkyBlue,sky blue,#87CEEB,135,206,235,baseball bat,A realistic #87CEEB-colored baseball bat.
380,SkyBlue,sky blue,#87CEEB,135,206,235,oven,A highly detailed oven in hex #87CEEB.
381,SkyBlue,sky blue,#87CEEB,135,206,235,skateboard,A skateboard rendered in #87CEEB color.
382,SkyBlue,sky blue,#87CEEB,135,206,235,umbrella,A umbrella in color #87CEEB.
383,SkyBlue,sky blue,#87CEEB,135,206,235,clock,A close-up of a clock in the color #87CEEB.
384,SkyBlue,sky blue,#87CEEB,135,206,235,tie,A tie rendered in #87CEEB color.
385,SkyBlue,sky blue,#87CEEB,135,206,235,remote,A close-up of a remote in the color #87CEEB.
386,SkyBlue,sky blue,#87CEEB,135,206,235,pants,A photo of a pants in the color #87CEEB.
387,SkyBlue,sky blue,#87CEEB,135,206,235,parrot,A parrot with hex color #87CEEB.
388,SkyBlue,sky blue,#87CEEB,135,206,235,cow,A cow rendered in #87CEEB color.
389,SkyBlue,sky blue,#87CEEB,135,206,235,socks,An image of a socks in hex color #87CEEB.
390,SkyBlue,sky blue,#87CEEB,135,206,235,suitcase,A realistic #87CEEB-colored suitcase.
391,MediumBlue,medium blue,#0000CD,0,0,205,chair,A chair with hex color #0000CD.
392,MediumBlue,medium blue,#0000CD,0,0,205,baseball bat,An image of a baseball bat in hex color #0000CD.
393,MediumBlue,medium blue,#0000CD,0,0,205,bus,A bus rendered in #0000CD color.
394,MediumBlue,medium blue,#0000CD,0,0,205,orange,A orange designed in #0000CD color.
395,MediumBlue,medium blue,#0000CD,0,0,205,jeans,A jeans in color #0000CD.
396,MediumBlue,medium blue,#0000CD,0,0,205,microwave,A microwave in color #0000CD.
397,MediumBlue,medium blue,#0000CD,0,0,205,fan,A fan rendered entirely in #0000CD.
398,MediumBlue,medium blue,#0000CD,0,0,205,mug,A mug designed in #0000CD color.
399,MediumBlue,medium blue,#0000CD,0,0,205,couch,A couch in color #0000CD.
400,MediumBlue,medium blue,#0000CD,0,0,205,bicycle,A highly detailed bicycle in hex #0000CD.
401,MediumBlue,medium blue,#0000CD,0,0,205,boxing glove,An image of a boxing glove in hex color #0000CD.
402,MediumBlue,medium blue,#0000CD,0,0,205,candle,A candle with hex color #0000CD.
403,MediumBlue,medium blue,#0000CD,0,0,205,parrot,A parrot with hex color #0000CD.
404,MediumBlue,medium blue,#0000CD,0,0,205,teapot,A highly detailed teapot in hex #0000CD.
405,MediumBlue,medium blue,#0000CD,0,0,205,minivan,A minivan rendered in #0000CD color.
406,LightSlateGray,light slate gray,#778899,119,136,153,banana,A highly detailed banana in hex #778899.
407,LightSlateGray,light slate gray,#778899,119,136,153,sports ball,A highly detailed sports ball in hex #778899.
408,LightSlateGray,light slate gray,#778899,119,136,153,clock,An image of a clock in hex color #778899.
409,LightSlateGray,light slate gray,#778899,119,136,153,jeans,A highly detailed jeans in hex #778899.
410,LightSlateGray,light slate gray,#778899,119,136,153,papaya,A papaya in color #778899.
411,LightSlateGray,light slate gray,#778899,119,136,153,pants,A close-up of a pants in the color #778899.
412,LightSlateGray,light slate gray,#778899,119,136,153,boxing glove,A close-up of a boxing glove in the color #778899.
413,LightSlateGray,light slate gray,#778899,119,136,153,umbrella,A umbrella rendered in #778899 color.
414,LightSlateGray,light slate gray,#778899,119,136,153,duck,A duck in color #778899.
415,LightSlateGray,light slate gray,#778899,119,136,153,mango,A mango with hex color #778899.
416,LightSlateGray,light slate gray,#778899,119,136,153,teapot,A close-up of a teapot in the color #778899.
417,LightSlateGray,light slate gray,#778899,119,136,153,ruler,A ruler with hex color #778899.
418,LightSlateGray,light slate gray,#778899,119,136,153,oven,A realistic #778899-colored oven.
419,LightSlateGray,light slate gray,#778899,119,136,153,wardrobe,A wardrobe in color #778899.
420,LightSlateGray,light slate gray,#778899,119,136,153,socks,A socks with hex color #778899.
421,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,bicycle,A bicycle rendered entirely in #7B68EE.
422,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,papaya,A papaya in color #7B68EE.
423,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,teapot,A realistic #7B68EE-colored teapot.
424,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,pants,A close-up of a pants in the color #7B68EE.
425,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,candle,A candle with hex color #7B68EE.
426,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,microwave,A microwave rendered in #7B68EE color.
427,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,bus,A bus with hex color #7B68EE.
428,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,umbrella,A umbrella in color #7B68EE.
429,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,boxing glove,An image of a boxing glove in hex color #7B68EE.
430,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,socks,A socks with hex color #7B68EE.
431,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,desk,A desk rendered in #7B68EE color.
432,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,apple,A highly detailed apple in hex #7B68EE.
433,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,ruler,A highly detailed ruler in hex #7B68EE.
434,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,skateboard,A skateboard rendered in #7B68EE color.
435,MediumSlateBlue,medium slate blue,#7B68EE,123,104,238,tie,A tie designed in #7B68EE color.
436,Magenta,magenta,#FF00FF,255,0,255,clock,A clock in color #FF00FF.
437,Magenta,magenta,#FF00FF,255,0,255,desk,A close-up of a desk in the color #FF00FF.
438,Magenta,magenta,#FF00FF,255,0,255,oven,A highly detailed oven in hex #FF00FF.
439,Magenta,magenta,#FF00FF,255,0,255,guava,A highly detailed guava in hex #FF00FF.
440,Magenta,magenta,#FF00FF,255,0,255,baseball bat,An image of a baseball bat in hex color #FF00FF.
441,Magenta,magenta,#FF00FF,255,0,255,crocodile,A crocodile rendered in #FF00FF color.
442,Magenta,magenta,#FF00FF,255,0,255,parrot,A highly detailed parrot in hex #FF00FF.
443,Magenta,magenta,#FF00FF,255,0,255,mug,An image of a mug in hex color #FF00FF.
444,Magenta,magenta,#FF00FF,255,0,255,teapot,A teapot with hex color #FF00FF.
445,Magenta,magenta,#FF00FF,255,0,255,banana,A banana designed in #FF00FF color.
446,Magenta,magenta,#FF00FF,255,0,255,bus,A realistic #FF00FF-colored bus.
447,Magenta,magenta,#FF00FF,255,0,255,wardrobe,A wardrobe designed in #FF00FF color.
448,Magenta,magenta,#FF00FF,255,0,255,remote,A remote rendered in #FF00FF color.
449,Magenta,magenta,#FF00FF,255,0,255,skateboard,A skateboard with hex color #FF00FF.
450,Magenta,magenta,#FF00FF,255,0,255,vehicle,A highly detailed vehicle in hex #FF00FF.
451,BlueViolet,blue violet,#8A2BE2,138,43,226,wardrobe,A wardrobe rendered entirely in #8A2BE2.
452,BlueViolet,blue violet,#8A2BE2,138,43,226,boxing glove,A realistic #8A2BE2-colored boxing glove.
453,BlueViolet,blue violet,#8A2BE2,138,43,226,mug,An image of a mug in hex color #8A2BE2.
454,BlueViolet,blue violet,#8A2BE2,138,43,226,banana,A banana designed in #8A2BE2 color.
455,BlueViolet,blue violet,#8A2BE2,138,43,226,candle,A candle in color #8A2BE2.
456,BlueViolet,blue violet,#8A2BE2,138,43,226,sports car,A photo of a sports car in the color #8A2BE2.
457,BlueViolet,blue violet,#8A2BE2,138,43,226,papaya,A papaya rendered in #8A2BE2 color.
458,BlueViolet,blue violet,#8A2BE2,138,43,226,minivan,A photo of a minivan in the color #8A2BE2.
459,BlueViolet,blue violet,#8A2BE2,138,43,226,remote,A remote in color #8A2BE2.
460,BlueViolet,blue violet,#8A2BE2,138,43,226,couch,A couch rendered entirely in #8A2BE2.
461,BlueViolet,blue violet,#8A2BE2,138,43,226,bear,A realistic #8A2BE2-colored bear.
462,BlueViolet,blue violet,#8A2BE2,138,43,226,pants,An image of a pants in hex color #8A2BE2.
463,BlueViolet,blue violet,#8A2BE2,138,43,226,football helmet,A realistic #8A2BE2-colored football helmet.
464,BlueViolet,blue violet,#8A2BE2,138,43,226,iron,A iron designed in #8A2BE2 color.
465,BlueViolet,blue violet,#8A2BE2,138,43,226,microwave,A microwave rendered entirely in #8A2BE2.
466,Orchid,orchid,#DA70D6,218,112,214,orange,A orange in color #DA70D6.
467,Orchid,orchid,#DA70D6,218,112,214,tie,An image of a tie in hex color #DA70D6.
468,Orchid,orchid,#DA70D6,218,112,214,duck,A highly detailed duck in hex #DA70D6.
469,Orchid,orchid,#DA70D6,218,112,214,taxi,A close-up of a taxi in the color #DA70D6.
470,Orchid,orchid,#DA70D6,218,112,214,football helmet,A football helmet with hex color #DA70D6.
471,Orchid,orchid,#DA70D6,218,112,214,mug,A mug rendered in #DA70D6 color.
472,Orchid,orchid,#DA70D6,218,112,214,teapot,A realistic #DA70D6-colored teapot.
473,Orchid,orchid,#DA70D6,218,112,214,fan,An image of a fan in hex color #DA70D6.
474,Orchid,orchid,#DA70D6,218,112,214,suitcase,A realistic #DA70D6-colored suitcase.
475,Orchid,orchid,#DA70D6,218,112,214,baseball bat,A baseball bat rendered entirely in #DA70D6.
476,Orchid,orchid,#DA70D6,218,112,214,jeans,A jeans in color #DA70D6.
477,Orchid,orchid,#DA70D6,218,112,214,chair,A close-up of a chair in the color #DA70D6.
478,Orchid,orchid,#DA70D6,218,112,214,microwave,A microwave in color #DA70D6.
479,Orchid,orchid,#DA70D6,218,112,214,snowboard,A snowboard designed in #DA70D6 color.
480,Orchid,orchid,#DA70D6,218,112,214,boxing glove,A boxing glove in color #DA70D6.
481,Purple,purple,#800080,128,0,128,snowboard,A snowboard in color #800080.
482,Purple,purple,#800080,128,0,128,elephant,A elephant rendered in #800080 color.
483,Purple,purple,#800080,128,0,128,mug,A mug rendered entirely in #800080.
484,Purple,purple,#800080,128,0,128,microwave,A photo of a microwave in the color #800080.
485,Purple,purple,#800080,128,0,128,crocodile,A realistic #800080-colored crocodile.
486,Purple,purple,#800080,128,0,128,baseball bat,A baseball bat rendered in #800080 color.
487,Purple,purple,#800080,128,0,128,papaya,An image of a papaya in hex color #800080.
488,Purple,purple,#800080,128,0,128,candle,A candle rendered in #800080 color.
489,Purple,purple,#800080,128,0,128,pants,A pants rendered in #800080 color.
490,Purple,purple,#800080,128,0,128,sports ball,A highly detailed sports ball in hex #800080.
491,Purple,purple,#800080,128,0,128,desk,A highly detailed desk in hex #800080.
492,Purple,purple,#800080,128,0,128,sponge,A sponge designed in #800080 color.
493,Purple,purple,#800080,128,0,128,mango,A mango with hex color #800080.
494,Purple,purple,#800080,128,0,128,tie,A tie designed in #800080 color.
495,Purple,purple,#800080,128,0,128,chair,A realistic #800080-colored chair.
496,DarkOrchid,dark orchid,#9932CC,153,50,204,candle,A candle designed in #9932CC color.
497,DarkOrchid,dark orchid,#9932CC,153,50,204,sports car,A sports car rendered entirely in #9932CC.
498,DarkOrchid,dark orchid,#9932CC,153,50,204,minivan,A minivan rendered entirely in #9932CC.
499,DarkOrchid,dark orchid,#9932CC,153,50,204,jeans,A jeans with hex color #9932CC.
500,DarkOrchid,dark orchid,#9932CC,153,50,204,parrot,A parrot designed in #9932CC color.
501,DarkOrchid,dark orchid,#9932CC,153,50,204,mango,An image of a mango in hex color #9932CC.
502,DarkOrchid,dark orchid,#9932CC,153,50,204,desk,A desk with hex color #9932CC.
503,DarkOrchid,dark orchid,#9932CC,153,50,204,remote,A realistic #9932CC-colored remote.
504,DarkOrchid,dark orchid,#9932CC,153,50,204,tie,A highly detailed tie in hex #9932CC.
505,DarkOrchid,dark orchid,#9932CC,153,50,204,sports ball,A photo of a sports ball in the color #9932CC.
506,DarkOrchid,dark orchid,#9932CC,153,50,204,boxing glove,A boxing glove in color #9932CC.
507,DarkOrchid,dark orchid,#9932CC,153,50,204,umbrella,A umbrella designed in #9932CC color.
508,DarkOrchid,dark orchid,#9932CC,153,50,204,papaya,A papaya in color #9932CC.
509,DarkOrchid,dark orchid,#9932CC,153,50,204,bus,A realistic #9932CC-colored bus.
510,DarkOrchid,dark orchid,#9932CC,153,50,204,pants,A pants designed in #9932CC color.
511,SeaShell,sea shell,#FFF5EE,255,245,238,bicycle,A realistic #FFF5EE-colored bicycle.
512,SeaShell,sea shell,#FFF5EE,255,245,238,elephant,An image of a elephant in hex color #FFF5EE.
513,SeaShell,sea shell,#FFF5EE,255,245,238,papaya,A highly detailed papaya in hex #FFF5EE.
514,SeaShell,sea shell,#FFF5EE,255,245,238,snowboard,A snowboard in color #FFF5EE.
515,SeaShell,sea shell,#FFF5EE,255,245,238,sponge,A close-up of a sponge in the color #FFF5EE.
516,SeaShell,sea shell,#FFF5EE,255,245,238,apple,A apple rendered in #FFF5EE color.
517,SeaShell,sea shell,#FFF5EE,255,245,238,candle,A close-up of a candle in the color #FFF5EE.
518,SeaShell,sea shell,#FFF5EE,255,245,238,skateboard,A skateboard in color #FFF5EE.
519,SeaShell,sea shell,#FFF5EE,255,245,238,minivan,A minivan rendered entirely in #FFF5EE.
520,SeaShell,sea shell,#FFF5EE,255,245,238,guava,A guava in color #FFF5EE.
521,SeaShell,sea shell,#FFF5EE,255,245,238,banana,A banana in color #FFF5EE.
522,SeaShell,sea shell,#FFF5EE,255,245,238,socks,A socks designed in #FFF5EE color.
523,SeaShell,sea shell,#FFF5EE,255,245,238,mango,A mango with hex color #FFF5EE.
524,SeaShell,sea shell,#FFF5EE,255,245,238,remote,A remote rendered in #FFF5EE color.
525,SeaShell,sea shell,#FFF5EE,255,245,238,mug,An image of a mug in hex color #FFF5EE.
526,HoneyDew,honey dew,#F0FFF0,240,255,240,bus,A highly detailed bus in hex #F0FFF0.
527,HoneyDew,honey dew,#F0FFF0,240,255,240,remote,A remote rendered entirely in #F0FFF0.
528,HoneyDew,honey dew,#F0FFF0,240,255,240,orange,A highly detailed orange in hex #F0FFF0.
529,HoneyDew,honey dew,#F0FFF0,240,255,240,microwave,A close-up of a microwave in the color #F0FFF0.
530,HoneyDew,honey dew,#F0FFF0,240,255,240,sports car,A sports car designed in #F0FFF0 color.
531,HoneyDew,honey dew,#F0FFF0,240,255,240,taxi,A highly detailed taxi in hex #F0FFF0.
532,HoneyDew,honey dew,#F0FFF0,240,255,240,wardrobe,A wardrobe with hex color #F0FFF0.
533,HoneyDew,honey dew,#F0FFF0,240,255,240,elephant,A close-up of a elephant in the color #F0FFF0.
534,HoneyDew,honey dew,#F0FFF0,240,255,240,sports ball,A sports ball designed in #F0FFF0 color.
535,HoneyDew,honey dew,#F0FFF0,240,255,240,duck,A duck rendered in #F0FFF0 color.
536,HoneyDew,honey dew,#F0FFF0,240,255,240,papaya,A papaya designed in #F0FFF0 color.
537,HoneyDew,honey dew,#F0FFF0,240,255,240,cow,A cow rendered in #F0FFF0 color.
538,HoneyDew,honey dew,#F0FFF0,240,255,240,bear,An image of a bear in hex color #F0FFF0.
539,HoneyDew,honey dew,#F0FFF0,240,255,240,parrot,A parrot designed in #F0FFF0 color.
540,HoneyDew,honey dew,#F0FFF0,240,255,240,banana,A banana rendered in #F0FFF0 color.
541,GhostWhite,ghost white,#F8F8FF,248,248,255,iron,A iron in color #F8F8FF.
542,GhostWhite,ghost white,#F8F8FF,248,248,255,parrot,A close-up of a parrot in the color #F8F8FF.
543,GhostWhite,ghost white,#F8F8FF,248,248,255,bear,A bear rendered entirely in #F8F8FF.
544,GhostWhite,ghost white,#F8F8FF,248,248,255,apple,A highly detailed apple in hex #F8F8FF.
545,GhostWhite,ghost white,#F8F8FF,248,248,255,teapot,A photo of a teapot in the color #F8F8FF.
546,GhostWhite,ghost white,#F8F8FF,248,248,255,sports car,A highly detailed sports car in hex #F8F8FF.
547,GhostWhite,ghost white,#F8F8FF,248,248,255,socks,A socks rendered in #F8F8FF color.
548,GhostWhite,ghost white,#F8F8FF,248,248,255,oven,A oven rendered in #F8F8FF color.
549,GhostWhite,ghost white,#F8F8FF,248,248,255,wardrobe,An image of a wardrobe in hex color #F8F8FF.
550,GhostWhite,ghost white,#F8F8FF,248,248,255,skateboard,A skateboard rendered entirely in #F8F8FF.
551,GhostWhite,ghost white,#F8F8FF,248,248,255,desk,A desk rendered in #F8F8FF color.
552,GhostWhite,ghost white,#F8F8FF,248,248,255,pants,An image of a pants in hex color #F8F8FF.
553,GhostWhite,ghost white,#F8F8FF,248,248,255,tie,A highly detailed tie in hex #F8F8FF.
554,GhostWhite,ghost white,#F8F8FF,248,248,255,mango,An image of a mango in hex color #F8F8FF.
555,GhostWhite,ghost white,#F8F8FF,248,248,255,candle,A highly detailed candle in hex #F8F8FF.
556,FloralWhite,floral white,#FFFAF0,255,250,240,mug,A mug with hex color #FFFAF0.
557,FloralWhite,floral white,#FFFAF0,255,250,240,microwave,A microwave in color #FFFAF0.
558,FloralWhite,floral white,#FFFAF0,255,250,240,umbrella,A umbrella rendered in #FFFAF0 color.
559,FloralWhite,floral white,#FFFAF0,255,250,240,pants,A photo of a pants in the color #FFFAF0.
560,FloralWhite,floral white,#FFFAF0,255,250,240,sports car,A sports car rendered entirely in #FFFAF0.
561,FloralWhite,floral white,#FFFAF0,255,250,240,iron,A iron with hex color #FFFAF0.
562,FloralWhite,floral white,#FFFAF0,255,250,240,tie,A close-up of a tie in the color #FFFAF0.
563,FloralWhite,floral white,#FFFAF0,255,250,240,skateboard,A skateboard with hex color #FFFAF0.
564,FloralWhite,floral white,#FFFAF0,255,250,240,chair,A realistic #FFFAF0-colored chair.
565,FloralWhite,floral white,#FFFAF0,255,250,240,couch,A photo of a couch in the color #FFFAF0.
566,FloralWhite,floral white,#FFFAF0,255,250,240,bus,A realistic #FFFAF0-colored bus.
567,FloralWhite,floral white,#FFFAF0,255,250,240,oven,A realistic #FFFAF0-colored oven.
568,FloralWhite,floral white,#FFFAF0,255,250,240,teapot,A teapot rendered in #FFFAF0 color.
569,FloralWhite,floral white,#FFFAF0,255,250,240,jeans,A jeans with hex color #FFFAF0.
570,FloralWhite,floral white,#FFFAF0,255,250,240,taxi,A taxi rendered in #FFFAF0 color.
571,DarkGray,dark gray,#A9A9A9,169,169,169,candle,A realistic #A9A9A9-colored candle.
572,DarkGray,dark gray,#A9A9A9,169,169,169,microwave,A microwave in color #A9A9A9.
