id,color,object,prompt
550,Yellowish green,couch,An image of a Yellowish green couch.
551,Yellowish green,socks,A socks in a Yellowish green color.
552,Yellowish green,cow,A realistic cow in Yellowish green.
553,Yellowish green,sports ball,An image of a Yellowish green sports ball.
554,Yellowish green,mango,A single Yellowish green mango.
555,Yellowish green,sports car,"A sports car, and it's Yellowish green."
556,Yellowish green,teapot,"A teapot, and it's Yellowish green."
557,Yellowish green,apple,A apple that is entirely Yellowish green.
558,Yellowish green,chair,"A chair, and it's Yellowish green."
559,Yellowish green,pants,A pants in a Yellowish green color.
560,Yellowish green,ruler,A photo of a Yellowish green ruler.
561,Green,mango,A Green colored mango.
562,Green,tie,A realistic tie in Green.
563,Green,pants,"A pants, and it's Green."
564,Green,crocodile,A realistic crocodile in Green.
565,Green,chair,A single Green chair.
566,Green,apple,A single Green apple.
567,Green,baseball bat,A baseball bat with a Green color.
568,Green,papaya,A papaya with a Green color.
569,Green,minivan,A photo of a Green minivan.
570,Green,ruler,"A ruler, and it's Green."
571,Green,football helmet,A Green football helmet.
572,Green,bicycle,A photo of a Green bicycle.
573,Green,microwave,A microwave in a Green color.
574,Green,oven,A oven rendered in Green color.
575,Green,mug,A Green colored mug.
576,Green,wardrobe,The wardrobe is Green.
577,Green,boxing glove,"A boxing glove, and it's Green."
578,Green,umbrella,The umbrella is Green.
579,Green,jeans,A jeans in a Green color.
580,Green,sports ball,"A sports ball, and it's Green."
581,Green,cow,A Green cow.
582,Green,bear,A realistic bear in Green.
583,Green,candle,A photo of a Green candle.
584,Green,taxi,A single Green taxi.
585,Green,sponge,A sponge with a Green color.
586,Green,teapot,A photo of a Green teapot.
587,Green,fan,The fan is Green.
588,Green,couch,"A couch, and it's Green."
589,Green,clock,An image of a Green clock.
590,Green,socks,A Green colored socks.
591,Green,sports car,A sports car rendered in Green color.
592,Green,suitcase,A realistic suitcase in Green.
593,Green,skateboard,A single Green skateboard.
594,Green,duck,A duck with a Green color.
595,Green,parrot,The parrot is Green.
596,Bluish green,minivan,A single Bluish green minivan.
597,Bluish green,iron,A iron rendered in Bluish green color.
598,Bluish green,parrot,A parrot with a Bluish green color.
599,Bluish green,mango,A photo of a Bluish green mango.
600,Bluish green,remote,A photo of a Bluish green remote.
601,Bluish green,boxing glove,A photo of a Bluish green boxing glove.
602,Bluish green,mug,The mug is Bluish green.
603,Bluish green,sponge,A sponge rendered in Bluish green color.
604,Bluish green,bus,A single Bluish green bus.
605,Bluish green,apple,A apple rendered in Bluish green color.
606,Bluish green,sports ball,A sports ball with a Bluish green color.
607,Bluish green,microwave,A microwave that is entirely Bluish green.
608,Bluish green,umbrella,"A umbrella, and it's Bluish green."
609,Bluish green,banana,A banana rendered in Bluish green color.
610,Bluish green,wardrobe,A photo of a Bluish green wardrobe.
611,Bluish green,orange,A orange that is entirely Bluish green.
612,Bluish green,ruler,"A ruler, and it's Bluish green."
613,Bluish green,snowboard,A snowboard with a Bluish green color.
614,Bluish green,sports car,An image of a Bluish green sports car.
615,Bluish green,candle,"A candle, and it's Bluish green."
616,Bluish green,duck,An image of a Bluish green duck.
617,Bluish green,crocodile,A crocodile with a Bluish green color.
618,Bluish green,football helmet,A Bluish green football helmet.
619,Bluish green,elephant,"A elephant, and it's Bluish green."
620,Bluish green,bicycle,An image of a Bluish green bicycle.
621,Bluish green,vehicle,A vehicle with a Bluish green color.
622,Bluish green,bear,A bear in a Bluish green color.
623,Bluish green,teapot,A photo of a Bluish green teapot.
624,Bluish green,taxi,The taxi is Bluish green.
625,Bluish green,cow,"A cow, and it's Bluish green."
626,Bluish green,skateboard,A Bluish green colored skateboard.
627,Bluish green,couch,A couch rendered in Bluish green color.
628,Bluish green,socks,An image of a Bluish green socks.
629,Bluish green,papaya,A papaya with a Bluish green color.
630,Bluish green,chair,A single Bluish green chair.
631,Greenish blue,sponge,A sponge with a Greenish blue color.
632,Greenish blue,skateboard,A photo of a Greenish blue skateboard.
633,Greenish blue,desk,A desk with a Greenish blue color.
634,Greenish blue,oven,The oven is Greenish blue.
635,Greenish blue,tie,A tie with a Greenish blue color.
636,Greenish blue,mango,A mango with a Greenish blue color.
637,Greenish blue,candle,A Greenish blue candle.
638,Greenish blue,couch,An image of a Greenish blue couch.
639,Greenish blue,sports ball,"A sports ball, and it's Greenish blue."
640,Greenish blue,boxing glove,A Greenish blue boxing glove.
641,Greenish blue,sports car,A sports car rendered in Greenish blue color.
642,Greenish blue,microwave,A Greenish blue colored microwave.
643,Greenish blue,parrot,A realistic parrot in Greenish blue.
644,Greenish blue,vehicle,A photo of a Greenish blue vehicle.
645,Greenish blue,guava,The guava is Greenish blue.
646,Greenish blue,chair,An image of a Greenish blue chair.
647,Greenish blue,bicycle,A Greenish blue colored bicycle.
648,Greenish blue,duck,A realistic duck in Greenish blue.
649,Greenish blue,wardrobe,A single Greenish blue wardrobe.
650,Greenish blue,minivan,A photo of a Greenish blue minivan.
651,Greenish blue,sweatshirt,A sweatshirt that is entirely Greenish blue.
652,Greenish blue,taxi,A photo of a Greenish blue taxi.
653,Greenish blue,crocodile,A crocodile in a Greenish blue color.
654,Greenish blue,ruler,A Greenish blue colored ruler.
655,Greenish blue,socks,A socks in a Greenish blue color.
656,Greenish blue,elephant,A elephant in a Greenish blue color.
657,Greenish blue,clock,An image of a Greenish blue clock.
658,Greenish blue,cow,A photo of a Greenish blue cow.
659,Greenish blue,jeans,An image of a Greenish blue jeans.
660,Greenish blue,pants,"A pants, and it's Greenish blue."
661,Greenish blue,football helmet,An image of a Greenish blue football helmet.
662,Greenish blue,bear,A realistic bear in Greenish blue.
663,Greenish blue,snowboard,A Greenish blue colored snowboard.
664,Greenish blue,teapot,The teapot is Greenish blue.
665,Greenish blue,umbrella,"A umbrella, and it's Greenish blue."
666,Blue,apple,A single Blue apple.
667,Blue,elephant,The elephant is Blue.
668,Blue,umbrella,A photo of a Blue umbrella.
669,Blue,guava,A Blue guava.
670,Blue,jeans,A Blue jeans.
671,Blue,taxi,An image of a Blue taxi.
672,Blue,banana,"A banana, and it's Blue."
673,Blue,ruler,The ruler is Blue.
674,Blue,bicycle,The bicycle is Blue.
675,Blue,skateboard,A skateboard that is entirely Blue.
676,Blue,parrot,A parrot in a Blue color.
677,Blue,clock,A photo of a Blue clock.
678,Blue,desk,A single Blue desk.
679,Blue,boxing glove,"A boxing glove, and it's Blue."
680,Blue,sweatshirt,A Blue colored sweatshirt.
681,Blue,microwave,A microwave with a Blue color.
682,Blue,tie,A realistic tie in Blue.
683,Blue,papaya,A realistic papaya in Blue.
684,Blue,remote,A remote in a Blue color.
685,Blue,cow,A single Blue cow.
686,Blue,orange,A orange rendered in Blue color.
687,Blue,minivan,A realistic minivan in Blue.
688,Blue,snowboard,A realistic snowboard in Blue.
689,Blue,sports ball,A photo of a Blue sports ball.
690,Blue,socks,A single Blue socks.
691,Blue,oven,A oven with a Blue color.
692,Blue,baseball bat,The baseball bat is Blue.
693,Blue,bear,"A bear, and it's Blue."
694,Blue,crocodile,A crocodile rendered in Blue color.
695,Blue,bus,A single Blue bus.
696,Blue,iron,An image of a Blue iron.
697,Blue,sports car,A Blue sports car.
698,Blue,teapot,A realistic teapot in Blue.
699,Blue,fan,A Blue colored fan.
700,Blue,candle,A candle that is entirely Blue.
701,Purplish blue,teapot,A photo of a Purplish blue teapot.
702,Purplish blue,fan,A fan rendered in Purplish blue color.
703,Purplish blue,sports ball,A Purplish blue sports ball.
704,Purplish blue,taxi,An image of a Purplish blue taxi.
705,Purplish blue,couch,A photo of a Purplish blue couch.
706,Purplish blue,ruler,A photo of a Purplish blue ruler.
707,Purplish blue,parrot,A parrot in a Purplish blue color.
708,Purplish blue,sports car,An image of a Purplish blue sports car.
709,Purplish blue,orange,A photo of a Purplish blue orange.
710,Purplish blue,guava,The guava is Purplish blue.
711,Purplish blue,baseball bat,A baseball bat with a Purplish blue color.
712,Purplish blue,tie,A Purplish blue tie.
713,Purplish blue,clock,A photo of a Purplish blue clock.
714,Purplish blue,desk,A Purplish blue desk.
715,Purplish blue,banana,A Purplish blue colored banana.
716,Purplish blue,minivan,A minivan that is entirely Purplish blue.
717,Purplish blue,snowboard,A snowboard rendered in Purplish blue color.
718,Purplish blue,remote,A Purplish blue colored remote.
719,Purplish blue,sponge,A Purplish blue sponge.
720,Purplish blue,oven,A photo of a Purplish blue oven.
721,Purplish blue,bicycle,An image of a Purplish blue bicycle.
722,Purplish blue,vehicle,A Purplish blue vehicle.
723,Purplish blue,bear,A photo of a Purplish blue bear.
724,Purplish blue,duck,A realistic duck in Purplish blue.
725,Purplish blue,apple,A single Purplish blue apple.
726,Purplish blue,microwave,A microwave in a Purplish blue color.
727,Purplish blue,crocodile,The crocodile is Purplish blue.
728,Purplish blue,bus,A realistic bus in Purplish blue.
729,Purplish blue,jeans,The jeans is Purplish blue.
730,Purplish blue,papaya,"A papaya, and it's Purplish blue."
731,Purplish blue,skateboard,"A skateboard, and it's Purplish blue."
732,Purplish blue,suitcase,A Purplish blue colored suitcase.
733,Purplish blue,umbrella,A umbrella in a Purplish blue color.
734,Purplish blue,socks,A socks rendered in Purplish blue color.
735,Purplish blue,mug,The mug is Purplish blue.
736,Violet,teapot,A teapot in a Violet color.
737,Violet,crocodile,A crocodile rendered in Violet color.
738,Violet,umbrella,A single Violet umbrella.
739,Violet,football helmet,The football helmet is Violet.
740,Violet,bus,A realistic bus in Violet.
741,Violet,duck,The duck is Violet.
742,Violet,oven,A oven with a Violet color.
743,Violet,desk,A desk with a Violet color.
744,Violet,vehicle,A vehicle in a Violet color.
745,Violet,orange,A realistic orange in Violet.
746,Violet,candle,A candle that is entirely Violet.
747,Violet,guava,A single Violet guava.
748,Violet,wardrobe,"A wardrobe, and it's Violet."
749,Violet,couch,A couch that is entirely Violet.
750,Violet,mug,A single Violet mug.
751,Violet,sports car,A Violet colored sports car.
752,Violet,pants,"A pants, and it's Violet."
753,Violet,iron,A single Violet iron.
754,Violet,snowboard,A single Violet snowboard.
755,Violet,boxing glove,A realistic boxing glove in Violet.
756,Violet,bear,The bear is Violet.
757,Violet,ruler,A Violet colored ruler.
758,Violet,apple,A single Violet apple.
759,Violet,papaya,A Violet colored papaya.
760,Violet,taxi,A taxi with a Violet color.
761,Violet,chair,An image of a Violet chair.
762,Violet,mango,A Violet colored mango.
763,Violet,microwave,A photo of a Violet microwave.
764,Violet,baseball bat,A baseball bat with a Violet color.
765,Violet,parrot,"A parrot, and it's Violet."
766,Violet,tie,The tie is Violet.
767,Violet,elephant,The elephant is Violet.
768,Violet,remote,The remote is Violet.
769,Violet,minivan,The minivan is Violet.
770,Violet,clock,A single Violet clock.
771,Purple,couch,A single Purple couch.
772,Purple,taxi,A taxi in a Purple color.
773,Purple,chair,A chair rendered in Purple color.
774,Purple,jeans,A jeans rendered in Purple color.
775,Purple,orange,A orange with a Purple color.
776,Purple,socks,A socks with a Purple color.
777,Purple,ruler,A ruler in a Purple color.
778,Purple,football helmet,A Purple football helmet.
779,Purple,minivan,A minivan rendered in Purple color.
780,Purple,clock,A clock with a Purple color.
781,Purple,papaya,A realistic papaya in Purple.
782,Purple,sports car,An image of a Purple sports car.
783,Purple,wardrobe,A Purple wardrobe.
784,Purple,snowboard,A photo of a Purple snowboard.
785,Purple,microwave,An image of a Purple microwave.
786,Purple,oven,A realistic oven in Purple.
787,Purple,elephant,An image of a Purple elephant.
788,Purple,cow,A Purple colored cow.
789,Purple,crocodile,A Purple colored crocodile.
790,Purple,mug,A Purple mug.
791,Purple,skateboard,A photo of a Purple skateboard.
792,Purple,fan,A photo of a Purple fan.
793,Purple,apple,A apple rendered in Purple color.
794,Purple,boxing glove,A boxing glove with a Purple color.
795,Purple,sports ball,A single Purple sports ball.
796,Purple,sweatshirt,The sweatshirt is Purple.
797,Purple,duck,A photo of a Purple duck.
798,Purple,teapot,A realistic teapot in Purple.
799,Purple,baseball bat,A baseball bat with a Purple color.
800,Purple,pants,A Purple pants.
801,Purple,candle,The candle is Purple.
802,Purple,tie,A realistic tie in Purple.
803,Purple,sponge,A sponge in a Purple color.
804,Purple,desk,A desk that is entirely Purple.
805,Purple,parrot,A single Purple parrot.
806,Reddish purple,papaya,A papaya that is entirely Reddish purple.
807,Reddish purple,desk,A single Reddish purple desk.
808,Reddish purple,minivan,A minivan rendered in Reddish purple color.
809,Reddish purple,bear,A Reddish purple bear.
810,Reddish purple,taxi,A Reddish purple taxi.
811,Reddish purple,oven,A oven that is entirely Reddish purple.
812,Reddish purple,remote,An image of a Reddish purple remote.
813,Reddish purple,sweatshirt,A sweatshirt that is entirely Reddish purple.
814,Reddish purple,banana,A photo of a Reddish purple banana.
815,Reddish purple,orange,An image of a Reddish purple orange.
816,Reddish purple,elephant,An image of a Reddish purple elephant.
817,Reddish purple,ruler,A Reddish purple colored ruler.
818,Reddish purple,pants,The pants is Reddish purple.
819,Reddish purple,socks,A Reddish purple socks.
820,Reddish purple,baseball bat,"A baseball bat, and it's Reddish purple."
821,Reddish purple,umbrella,A realistic umbrella in Reddish purple.
822,Reddish purple,iron,A single Reddish purple iron.
823,Reddish purple,suitcase,A photo of a Reddish purple suitcase.
824,Reddish purple,sports ball,A photo of a Reddish purple sports ball.
825,Reddish purple,boxing glove,A single Reddish purple boxing glove.
826,Reddish purple,candle,A candle in a Reddish purple color.
827,Reddish purple,teapot,A realistic teapot in Reddish purple.
828,Reddish purple,chair,A chair that is entirely Reddish purple.
829,Reddish purple,couch,A couch in a Reddish purple color.
830,Reddish purple,skateboard,A skateboard in a Reddish purple color.
831,Reddish purple,duck,A duck with a Reddish purple color.
832,Reddish purple,cow,A Reddish purple colored cow.
833,Reddish purple,mango,The mango is Reddish purple.
834,Reddish purple,football helmet,A single Reddish purple football helmet.
835,Reddish purple,jeans,A realistic jeans in Reddish purple.
836,Reddish purple,wardrobe,A Reddish purple wardrobe.
837,Reddish purple,snowboard,A single Reddish purple snowboard.
838,Reddish purple,parrot,A Reddish purple parrot.
839,Reddish purple,apple,"A apple, and it's Reddish purple."
840,Reddish purple,bicycle,The bicycle is Reddish purple.
841,Purplish pink,remote,A remote in a Purplish pink color.
842,Purplish pink,sweatshirt,A sweatshirt in a Purplish pink color.
843,Purplish pink,wardrobe,A wardrobe that is entirely Purplish pink.
844,Purplish pink,sponge,A Purplish pink colored sponge.
845,Purplish pink,guava,A Purplish pink colored guava.
846,Purplish pink,boxing glove,A realistic boxing glove in Purplish pink.
847,Purplish pink,papaya,A papaya with a Purplish pink color.
848,Purplish pink,microwave,A photo of a Purplish pink microwave.
849,Purplish pink,clock,A clock that is entirely Purplish pink.
850,Purplish pink,snowboard,The snowboard is Purplish pink.
851,Purplish pink,vehicle,A photo of a Purplish pink vehicle.
852,Purplish pink,fan,An image of a Purplish pink fan.
853,Purplish pink,bear,A bear that is entirely Purplish pink.
854,Purplish pink,desk,A photo of a Purplish pink desk.
855,Purplish pink,taxi,A taxi rendered in Purplish pink color.
856,Purplish pink,bus,A photo of a Purplish pink bus.
857,Purplish pink,suitcase,A suitcase with a Purplish pink color.
858,Purplish pink,iron,The iron is Purplish pink.
859,Purplish pink,orange,A photo of a Purplish pink orange.
860,Purplish pink,socks,A socks with a Purplish pink color.
861,Purplish pink,crocodile,"A crocodile, and it's Purplish pink."
862,Purplish pink,pants,"A pants, and it's Purplish pink."
863,Purplish pink,tie,A tie rendered in Purplish pink color.
864,Purplish pink,skateboard,A skateboard rendered in Purplish pink color.
865,Purplish pink,candle,"A candle, and it's Purplish pink."
866,Purplish pink,mug,A mug with a Purplish pink color.
867,Purplish pink,elephant,A elephant rendered in Purplish pink color.
868,Purplish pink,duck,A duck with a Purplish pink color.
869,Purplish pink,football helmet,A football helmet with a Purplish pink color.
870,Purplish pink,mango,A mango rendered in Purplish pink color.
871,Purplish pink,banana,A Purplish pink colored banana.
872,Purplish pink,jeans,A jeans with a Purplish pink color.
873,Purplish pink,chair,A Purplish pink colored chair.
874,Purplish pink,sports car,A photo of a Purplish pink sports car.
875,Purplish pink,umbrella,"A umbrella, and it's Purplish pink."
876,Purplish red,apple,A apple that is entirely Purplish red.
877,Purplish red,candle,A Purplish red colored candle.
878,Purplish red,teapot,A teapot rendered in Purplish red color.
879,Purplish red,boxing glove,"A boxing glove, and it's Purplish red."
880,Purplish red,oven,A oven in a Purplish red color.
881,Purplish red,baseball bat,A photo of a Purplish red baseball bat.
882,Purplish red,socks,A Purplish red socks.
883,Purplish red,orange,"A orange, and it's Purplish red."
884,Purplish red,sports car,The sports car is Purplish red.
885,Purplish red,crocodile,A Purplish red colored crocodile.
886,Purplish red,fan,A realistic fan in Purplish red.
887,Purplish red,snowboard,The snowboard is Purplish red.
888,Purplish red,desk,A desk in a Purplish red color.
889,Purplish red,iron,A iron with a Purplish red color.
890,Purplish red,bus,A photo of a Purplish red bus.
891,Purplish red,vehicle,A Purplish red vehicle.
892,Purplish red,cow,A cow that is entirely Purplish red.
893,Purplish red,papaya,A realistic papaya in Purplish red.
894,Purplish red,elephant,"A elephant, and it's Purplish red."
895,Purplish red,mug,"A mug, and it's Purplish red."
896,Purplish red,remote,A remote in a Purplish red color.
897,Purplish red,sweatshirt,A sweatshirt in a Purplish red color.
898,Purplish red,parrot,A parrot rendered in Purplish red color.
899,Purplish red,taxi,A photo of a Purplish red taxi.
900,Purplish red,skateboard,A Purplish red colored skateboard.
901,Purplish red,tie,A Purplish red colored tie.
902,Purplish red,umbrella,An image of a Purplish red umbrella.
903,Purplish red,microwave,A single Purplish red microwave.
904,Purplish red,ruler,A single Purplish red ruler.
905,Purplish red,sponge,A Purplish red colored sponge.
906,Purplish red,football helmet,A football helmet with a Purplish red color.
907,Purplish red,sports ball,A sports ball rendered in Purplish red color.
908,Purplish red,guava,A Purplish red guava.
909,Purplish red,wardrobe,A wardrobe with a Purplish red color.
910,Purplish red,bear,A bear with a Purplish red color.
911,White,minivan,A White colored minivan.
912,White,apple,"A apple, and it's White."
913,White,fan,A fan that is entirely White.
914,White,couch,A couch that is entirely White.
915,White,jeans,A photo of a White jeans.
916,White,mango,A photo of a White mango.
917,White,microwave,The microwave is White.
918,White,skateboard,An image of a White skateboard.
919,White,elephant,The elephant is White.
920,White,iron,A iron in a White color.
921,White,banana,A banana in a White color.
922,White,socks,A realistic socks in White.
923,White,sports car,A sports car in a White color.
924,White,oven,A White oven.
925,White,guava,A guava with a White color.
926,White,sponge,A White colored sponge.
927,White,crocodile,A crocodile rendered in White color.
928,White,duck,A photo of a White duck.
929,White,bus,A bus rendered in White color.
930,White,parrot,A single White parrot.
931,White,baseball bat,A photo of a White baseball bat.
932,White,tie,A photo of a White tie.
933,White,remote,A photo of a White remote.
934,White,bear,A realistic bear in White.
935,White,candle,A candle rendered in White color.
936,White,pants,A photo of a White pants.
937,White,wardrobe,A realistic wardrobe in White.
938,White,suitcase,"A suitcase, and it's White."
939,White,taxi,A White taxi.
940,White,cow,A single White cow.
941,White,bicycle,A White colored bicycle.
942,White,snowboard,A snowboard with a White color.
943,White,sweatshirt,A realistic sweatshirt in White.
944,White,desk,A desk that is entirely White.
945,White,orange,"A orange, and it's White."
946,Gray,football helmet,An image of a Gray football helmet.
947,Gray,microwave,"A microwave, and it's Gray."
948,Gray,teapot,A teapot in a Gray color.
949,Gray,umbrella,A photo of a Gray umbrella.
950,Gray,parrot,A single Gray parrot.
951,Gray,sports ball,The sports ball is Gray.
952,Gray,oven,A oven that is entirely Gray.
953,Gray,candle,"A candle, and it's Gray."
954,Gray,tie,A Gray colored tie.
955,Gray,taxi,A Gray taxi.
956,Gray,iron,A single Gray iron.
957,Gray,desk,A Gray desk.
958,Gray,sponge,A single Gray sponge.
959,Gray,mango,A mango in a Gray color.
960,Gray,papaya,A Gray colored papaya.
961,Gray,pants,A pants that is entirely Gray.
962,Gray,banana,A single Gray banana.
963,Gray,mug,The mug is Gray.
964,Gray,couch,A Gray colored couch.
965,Gray,guava,A guava that is entirely Gray.
966,Gray,fan,A Gray fan.
967,Gray,apple,A Gray colored apple.
968,Gray,chair,The chair is Gray.
969,Gray,vehicle,A realistic vehicle in Gray.
970,Gray,remote,A remote with a Gray color.
971,Gray,boxing glove,A Gray colored boxing glove.
972,Gray,cow,A photo of a Gray cow.
973,Gray,baseball bat,A photo of a Gray baseball bat.
974,Gray,orange,A Gray orange.
975,Gray,skateboard,An image of a Gray skateboard.
976,Gray,duck,"A duck, and it's Gray."
977,Gray,crocodile,A realistic crocodile in Gray.
978,Gray,sports car,A photo of a Gray sports car.
979,Gray,socks,A realistic socks in Gray.
980,Gray,bus,"A bus, and it's Gray."
981,Black,teapot,A Black teapot.
982,Black,football helmet,A football helmet rendered in Black color.
983,Black,bicycle,A Black colored bicycle.
984,Black,banana,A banana that is entirely Black.
985,Black,vehicle,A vehicle rendered in Black color.
986,Black,skateboard,A single Black skateboard.
987,Black,suitcase,A photo of a Black suitcase.
988,Black,elephant,A elephant with a Black color.
989,Black,jeans,A jeans with a Black color.
990,Black,duck,The duck is Black.
991,Black,wardrobe,A wardrobe in a Black color.
992,Black,clock,A Black colored clock.
993,Black,microwave,The microwave is Black.
994,Black,sports ball,A sports ball in a Black color.
995,Black,oven,A oven in a Black color.
996,Black,orange,A orange in a Black color.
997,Black,snowboard,A snowboard in a Black color.
998,Black,parrot,A parrot in a Black color.
999,Black,sponge,A Black sponge.
1000,Black,remote,A single Black remote.
1001,Black,guava,"A guava, and it's Black."
1002,Black,mug,A Black mug.
1003,Black,umbrella,A umbrella with a Black color.
1004,Black,bus,A single Black bus.
1005,Black,candle,A Black colored candle.
1006,Black,crocodile,An image of a Black crocodile.
1007,Black,mango,A realistic mango in Black.
1008,Black,baseball bat,A Black baseball bat.
1009,Black,iron,A Black colored iron.
1010,Black,boxing glove,The boxing glove is Black.
1011,Black,fan,A Black colored fan.
1012,Black,cow,A cow that is entirely Black.
1013,Black,sports car,A realistic sports car in Black.
1014,Black,apple,A apple with a Black color.
1015,Black,couch,A couch with a Black color.
